u,v,key,osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,service,access
11080212175,5440514416,0,"[564754880, 564754882]",,,service,,False,False,29.871000000000002,"LINESTRING (-122.3161644 47.5984185, -122.3161655 47.5984518, -122.3161709 47.5986871)",,parking_aisle,
11080212177,298272161,0,27183524,,,service,,False,True,11.221,"LINESTRING (-122.3141002 47.5984156, -122.3140254 47.5983282)",,,
11080212177,11077999093,0,862358449,,,footway,,False,False,32.812,"LINESTRING (-122.3141002 47.5984156, -122.3136626 47.5984149)",,,
11080212177,11080212181,0,862358449,,,footway,,False,True,56.889,"LINESTRING (-122.3141002 47.5984156, -122.3148589 47.5984167)",,,
11080212177,6591865521,0,27183524,,,service,,False,False,104.68199999999999,"LINESTRING (-122.3141002 47.5984156, -122.314394 47.5987569, -122.3144744 47.5987824, -122.3150875 47.5987841, -122.3151891 47.5988106)",,,
11080212178,4978169371,0,508518750,,,service,,False,False,27.961,"LINESTRING (-122.3139753 47.5982609, -122.3138097 47.5980356)",,driveway,
11080212178,298272161,0,508518750,,,service,,False,True,8.373,"LINESTRING (-122.3139753 47.5982609, -122.3140254 47.5983282)",,driveway,
11080212178,11080212179,0,862374625,,,footway,,False,False,16.399,"LINESTRING (-122.3139753 47.5982609, -122.314194 47.5982613)",,,
11080212178,9573059597,0,862374625,,,footway,,False,True,34.295,"LINESTRING (-122.3139753 47.5982609, -122.3139569 47.5982608, -122.3139488 47.5982558, -122.3135208 47.598256)",,,
11080212179,6597140234,0,702506566,,,service,,False,True,7.517,"LINESTRING (-122.314194 47.5982613, -122.3141948 47.5983289)",,driveway,
11080212179,11080212180,0,862374625,,,footway,,False,False,23.019,"LINESTRING (-122.314194 47.5982613, -122.314501 47.5982619)",,,
11080212179,11080212178,0,862374625,,,footway,,False,True,16.399,"LINESTRING (-122.314194 47.5982613, -122.3139753 47.5982609)",,,
11080212179,6597140236,0,702506566,,,service,,False,False,26.265,"LINESTRING (-122.314194 47.5982613, -122.3141947 47.5982402, -122.314196 47.5980251)",,driveway,
11080212180,6611190721,0,704089635,,,service,,False,True,7.55,"LINESTRING (-122.314501 47.5982619, -122.3145017 47.5983298)",,driveway,
11080212180,11080212183,0,862374625,,,footway,,False,False,64.185,"LINESTRING (-122.314501 47.5982619, -122.315357 47.5982636)",,,
11080212180,11080212179,0,862374625,,,footway,,False,True,23.019,"LINESTRING (-122.314501 47.5982619, -122.314194 47.5982613)",,,
11080212180,6611190723,0,704089635,,,service,,False,False,16.869,"LINESTRING (-122.314501 47.5982619, -122.3145012 47.5982419, -122.3145004 47.5981102)",,driveway,
11080212181,5440514406,0,564754870,,,service,,False,False,1.159,"LINESTRING (-122.3148589 47.5984167, -122.3148599 47.5984271)",,,
11080212181,5440514408,0,564754870,,,service,,False,True,9.541,"LINESTRING (-122.3148589 47.5984167, -122.3148586 47.5983309)",,,
11080212181,11080212177,0,862358449,,,footway,,False,False,56.889,"LINESTRING (-122.3148589 47.5984167, -122.3141002 47.5984156)",,,
11080212181,11080212182,0,862358449,,,footway,,False,True,15.859,"LINESTRING (-122.3148589 47.5984167, -122.3150704 47.598417)",,,
11080212182,5440514411,0,564754874,,,service,,False,True,9.474,"LINESTRING (-122.3150704 47.598417, -122.3150696 47.5983318)",,,
11080212182,11080212181,0,862358449,,,footway,,False,False,15.859,"LINESTRING (-122.3150704 47.598417, -122.3148589 47.5984167)",,,
11080212182,11080212172,0,862358449,,,footway,,False,True,57.968,"LINESTRING (-122.3150704 47.598417, -122.3158435 47.5984181)",,,
11080212182,5440514409,0,"[564754872, 564754874]",,,service,,False,False,33.183,"LINESTRING (-122.3150704 47.598417, -122.3150724 47.598515, -122.3153696 47.5985157)",,parking_aisle,
11080212183,6593921450,0,702163764,,,service,,False,False,7.728,"LINESTRING (-122.315357 47.5982636, -122.3153573 47.5983331)",,driveway,
11080212183,11080212184,0,862374625,,,footway,,False,False,17.771,"LINESTRING (-122.315357 47.5982636, -122.315594 47.598264)",,,
11080212183,11080212184,1,"[702163762, 702163763, 702163764]",,,service,,False,True,30.607,"LINESTRING (-122.315357 47.5982636, -122.3153571 47.5982057, -122.3155943 47.5982066, -122.315594 47.598264)",,"['parking_aisle', 'driveway']",
11080212183,11080212180,0,862374625,,,footway,,False,True,64.185,"LINESTRING (-122.315357 47.5982636, -122.314501 47.5982619)",,,
11080212184,6593921447,0,702163762,,,service,,False,True,7.817,"LINESTRING (-122.315594 47.598264, -122.3155949 47.5983343)",,driveway,
11080212184,11080212185,0,862374625,,,footway,,False,False,14.936,"LINESTRING (-122.315594 47.598264, -122.3157932 47.5982644)",,,
11080212184,11080212183,0,862374625,,,footway,,False,True,17.771,"LINESTRING (-122.315594 47.598264, -122.315357 47.5982636)",,,
11080212184,11080212183,1,"[702163762, 702163763, 702163764]",,,service,,False,False,30.607,"LINESTRING (-122.315594 47.598264, -122.3155943 47.5982066, -122.3153571 47.5982057, -122.315357 47.5982636)",,"['parking_aisle', 'driveway']",
11080212185,5440514418,0,564754884,,,service,,False,False,7.873,"LINESTRING (-122.3157932 47.5982644, -122.3157943 47.5983352)",,,
11080212185,11080212186,0,862374625,,,footway,,False,False,16.788,"LINESTRING (-122.3157932 47.5982644, -122.3160171 47.5982649)",,,
11080212185,11080212184,0,862374625,,,footway,,False,True,14.936,"LINESTRING (-122.3157932 47.5982644, -122.315594 47.598264)",,,
11080212185,5440514420,0,"[564754884, 564754887]",,,service,,False,True,27.199,"LINESTRING (-122.3157932 47.5982644, -122.3157931 47.5982498, -122.3157899 47.5980198)",,parking_aisle,
11080212186,5440514423,0,564754885,,,service,,False,True,7.984,"LINESTRING (-122.3160171 47.5982649, -122.3160182 47.5983367)",,,
11080212186,8018004519,0,862374625,,,footway,,False,False,83.222,"LINESTRING (-122.3160171 47.5982649, -122.317127 47.5982671)",,,
11080212186,11080212185,0,862374625,,,footway,,False,True,16.788,"LINESTRING (-122.3160171 47.5982649, -122.3157932 47.5982644)",,,
11080212186,5440514420,0,"[564754885, 564754887]",,,service,,False,False,44.208,"LINESTRING (-122.3160171 47.5982649, -122.3160171 47.5982525, -122.3160139 47.5980184, -122.3157899 47.5980198)",,parking_aisle,
11080212190,6584442112,0,701121117,,,service,,False,True,8.046,"LINESTRING (-122.3171284 47.5979937, -122.3172357 47.5979938)",,driveway,
11080212190,8018004519,0,860292625,,,footway,,False,False,30.401,"LINESTRING (-122.3171284 47.5979937, -122.317127 47.5982671)",,,
11080212190,6584442114,0,701121117,,,service,,False,False,36.801,"LINESTRING (-122.3171284 47.5979937, -122.317089 47.5979937, -122.3167727 47.5979935, -122.3167735 47.5980846)",,driveway,
11080212190,8018004524,0,860292625,,,footway,,False,True,45.652,"LINESTRING (-122.3171284 47.5979937, -122.3171299 47.5975973, -122.3171241 47.5975837)",,,
11082266244,11082266293,0,874910923,,,footway,,False,True,38.107,"LINESTRING (-122.3114931 47.5982567, -122.3114936 47.597914)",,,
11082266244,11082266257,0,"[874910920, 862844558]",,,footway,,False,True,8.017,"LINESTRING (-122.3114931 47.5982567, -122.3115241 47.5982659, -122.3115971 47.5982642)",,,
11082266244,8144145468,0,876362454,,,footway,,False,False,1.6360000000000001,"LINESTRING (-122.3114931 47.5982567, -122.3114854 47.5982623, -122.3114749 47.5982623)",,,
11082266246,53130027,0,49394452,2,South Jackson Place,residential,20 mph,False,True,7.123,"LINESTRING (-122.311489 47.5988098, -122.311584 47.5988102)",,,
11082266246,11082266253,0,"[1242280820, 874910919]",,,footway,,False,False,43.411,"LINESTRING (-122.311489 47.5988098, -122.3114895 47.5987851, -122.3114917 47.5984194)",,,
11082266246,11082266247,0,"[1242280819, 1242280820]",,,footway,,False,True,10.775,"LINESTRING (-122.311489 47.5988098, -122.3114896 47.5988449, -122.3114892 47.5989067)",,,
11082266247,5440514359,0,564754818,,,service,,False,True,7.108,"LINESTRING (-122.3114892 47.5989067, -122.311584 47.5989068)",,,
11082266247,8144145463,0,1242280819,,,footway,,False,True,26.887,"LINESTRING (-122.3114892 47.5989067, -122.311488 47.5991485)",,,
11082266247,11082266246,0,"[1242280819, 1242280820]",,,footway,,False,False,10.775,"LINESTRING (-122.3114892 47.5989067, -122.3114896 47.5988449, -122.311489 47.5988098)",,,
11082266248,53130027,0,49394452,2,South Jackson Place,residential,20 mph,False,False,8.698,"LINESTRING (-122.3117 47.5988108, -122.311584 47.5988102)",,,
11082266248,5440514367,0,49394452,2,South Jackson Place,residential,20 mph,False,True,91.314,"LINESTRING (-122.3117 47.5988108, -122.312228 47.5988134, -122.3129178 47.598816)",,,
11082266248,8038226493,0,"[1242280817, 1242280818]",,,footway,,False,False,37.195,"LINESTRING (-122.3117 47.5988108, -122.3117007 47.5988482, -122.3117003 47.5991453)",,,
11082266248,8038226486,0,"[1242280818, 862844565]",,,footway,,False,True,44.425,"LINESTRING (-122.3117 47.5988108, -122.3117018 47.5987837, -122.311701 47.5984113)",,,
11082266250,8038207782,0,862844561,,,footway,,False,True,106.286,"LINESTRING (-122.3117187 47.5984054, -122.3131362 47.5984079)",,,
11082266250,8038226486,0,862844561,,,footway,,False,False,1.676,"LINESTRING (-122.3117187 47.5984054, -122.3117099 47.5984054, -122.311703 47.5984075, -122.311701 47.5984113)",,,
11082266250,11082266258,0,"[1193886298, 862844563]",,,footway,,False,"[False, True]",8.297,"LINESTRING (-122.3117187 47.5984054, -122.3116995 47.598382, -122.3117033 47.5983342)",,,
11082266253,11082266246,0,"[1242280820, 874910919]",,,footway,,False,True,43.411,"LINESTRING (-122.3114917 47.5984194, -122.3114895 47.5987851, -122.311489 47.5988098)",,,
11082266253,11082266254,0,876362453,,,footway,,False,False,2.9499999999999997,"LINESTRING (-122.3114917 47.5984194, -122.3114917 47.5984123, -122.3114893 47.5984072, -122.3114803 47.5984052, -122.3114689 47.5984052)",,,
11082266253,11082266259,0,"[1193886299, 862844564]",,,footway,,False,"[False, True]",8.357,"LINESTRING (-122.3114917 47.5984194, -122.3115235 47.5984014, -122.3115934 47.5984029)",,,
11082266254,11082266260,0,"[874910921, 874910922]",,,footway,,False,"[False, True]",7.885999999999999,"LINESTRING (-122.3114689 47.5984052, -122.311486 47.5983788, -122.3114877 47.5983367)",,,
11082266254,11082266253,0,876362453,,,footway,,False,True,2.9499999999999997,"LINESTRING (-122.3114689 47.5984052, -122.3114803 47.5984052, -122.3114893 47.5984072, -122.3114917 47.5984123, -122.3114917 47.5984194)",,,
11082266257,281496281,0,995035801,2,16th Avenue South,residential,20 mph,False,False,38.93,"LINESTRING (-122.3115971 47.5982642, -122.3115992 47.5979141)",,,
11082266257,9188436135,0,995035801,2,16th Avenue South,residential,20 mph,False,True,2.691,"LINESTRING (-122.3115971 47.5982642, -122.3115974 47.5982884)",,,
11082266257,11082266244,0,"[874910920, 862844558]",,,footway,,False,False,8.017,"LINESTRING (-122.3115971 47.5982642, -122.3115241 47.5982659, -122.3114931 47.5982567)",,,
11082266257,8038207771,0,"[1193886296, 862844558]",,,footway,,False,True,8.165,"LINESTRING (-122.3115971 47.5982642, -122.3116682 47.5982625, -122.3117031 47.5982528)",,,
11082266258,9188436136,0,995035802,2,South King Street,residential,20 mph,False,False,2.819,"LINESTRING (-122.3117033 47.5983342, -122.3116657 47.5983343)",,,
11082266258,281496396,0,995035802,2,South King Street,residential,20 mph,False,True,76.13,"LINESTRING (-122.3117033 47.5983342, -122.3127186 47.5983303)",,,
11082266258,11082266250,0,"[1193886298, 862844563]",,,footway,,False,"[False, True]",8.297,"LINESTRING (-122.3117033 47.5983342, -122.3116995 47.598382, -122.3117187 47.5984054)",,,
11082266258,8038207772,0,"[862844563, 1193886295]",,,footway,,False,True,8.088000000000001,"LINESTRING (-122.3117033 47.5983342, -122.311707 47.5982872, -122.3117239 47.5982642)",,,
11082266259,53166922,0,6506833,2,16th Avenue South,residential,20 mph,False,False,3.081,"LINESTRING (-122.3115934 47.5984029, -122.3115944 47.5983752)",,,
11082266259,53130027,0,6506833,2,16th Avenue South,residential,20 mph,False,True,45.295,"LINESTRING (-122.3115934 47.5984029, -122.311584 47.5988102)",,,
11082266259,11082266253,0,"[1193886299, 862844564]",,,footway,,False,"[False, True]",8.357,"LINESTRING (-122.3115934 47.5984029, -122.3115235 47.5984014, -122.3114917 47.5984194)",,,
11082266259,8038226486,0,"[862844561, 862844562, 862844564]",,,footway,,False,True,8.268,"LINESTRING (-122.3115934 47.5984029, -122.3116658 47.5984044, -122.3116838 47.5984112, -122.311701 47.5984113)",,,
11082266260,9188436134,0,749863323,2,South King Street,residential,20 mph,False,True,3.719,"LINESTRING (-122.3114877 47.5983367, -122.3115373 47.5983369)",,,
11082266260,11082266254,0,"[874910921, 874910922]",,,footway,,False,"[False, True]",7.885999999999999,"LINESTRING (-122.3114877 47.5983367, -122.311486 47.5983788, -122.3114689 47.5984052)",,,
11082266260,8144145468,0,"[1193886297, 874910921]",,,footway,,False,True,8.501000000000001,"LINESTRING (-122.3114877 47.5983367, -122.3114898 47.5982862, -122.3114749 47.5982623)",,,
11082266293,281496281,0,25807591,,,service,,False,True,7.918,"LINESTRING (-122.3114936 47.597914, -122.3115992 47.5979141)",,,
11082266293,11082266244,0,874910923,,,footway,,False,False,38.107,"LINESTRING (-122.3114936 47.597914, -122.3114931 47.5982567)",,,
11082266293,4884578979,0,874910923,,,footway,,False,True,38.029,"LINESTRING (-122.3114936 47.597914, -122.311494 47.597572)",,,
11082266294,281496281,0,25807591,,,service,,False,False,7.822,"LINESTRING (-122.3117035 47.5979128, -122.3115992 47.5979141)",,,
11082266294,8536316038,0,25807591,,,service,,False,True,49.113,"LINESTRING (-122.3117035 47.5979128, -122.3123584 47.597905)",,,
11082266294,8038207771,0,1193886300,,,footway,,False,False,37.806,"LINESTRING (-122.3117035 47.5979128, -122.3117031 47.5982528)",,,
11082266294,8038207758,0,1193886300,,,footway,,False,True,37.851,"LINESTRING (-122.3117035 47.5979128, -122.3117049 47.5975724)",,,
11083317282,8018029189,0,860291054,,,footway,,False,True,75.081,"LINESTRING (-122.3195421 47.5975865, -122.3195455 47.5975886, -122.3195496 47.5982607)",,,
11083317282,8018004496,0,860292611,,,footway,,False,False,162.993,"LINESTRING (-122.3195421 47.5975865, -122.3173839 47.5975838, -122.3173692 47.5975872)",,,
11083317282,8018029188,0,"[1193961812, 860291053]",,,footway,,False,True,9.251999999999999,"LINESTRING (-122.3195421 47.5975865, -122.3195529 47.5975761, -122.3195539 47.5975056)",,,
11083317293,3706916647,0,366701034,,,service,,False,True,8.051,"LINESTRING (-122.318601 47.5974304, -122.3186016 47.5975028)",,driveway,
11083317293,11083342545,0,860292610,,,footway,,False,True,56.238,"LINESTRING (-122.318601 47.5974304, -122.319351 47.5974339)",,,
11083317293,3706916652,0,"[366701034, 366701036, 366701037, 366701038]",,,service,,False,False,76.373,"LINESTRING (-122.318601 47.5974304, -122.3186013 47.5974155, -122.3186011 47.5971144, -122.3185252 47.5970107, -122.3183352 47.59679)",,"['parking_aisle', 'driveway']",
11083317293,11083342544,0,860292610,,,footway,,False,False,81.34899999999999,"LINESTRING (-122.318601 47.5974304, -122.3185137 47.5974243, -122.3184261 47.5974308, -122.3175171 47.5974288)",,,
11083317296,3706916646,0,366701033,,,service,,False,False,25.286,"LINESTRING (-122.3175164 47.597047, -122.3175164 47.5968196)",,parking_aisle,
11083317296,11083342544,0,"[366701032, 366701033]",,,service,,False,True,42.455000000000005,"LINESTRING (-122.3175164 47.597047, -122.317517 47.5974182, -122.3175171 47.5974288)",,"['parking_aisle', 'driveway']",
11083317296,8197980084,0,"[881488208, 881488207]",,,footway,,False,False,40.1,"LINESTRING (-122.3175164 47.597047, -122.3175888 47.5970493, -122.3180511 47.5970502)",,,
11083317296,8197980080,0,"[881488205, 881488206, 881488207]",,,"['footway', 'steps']",,False,True,11.533,"LINESTRING (-122.3175164 47.597047, -122.3175051 47.5970467, -122.3174208 47.5970465, -122.3173626 47.5970464)",,,
11083342507,7657160564,0,860292633,,,footway,,False,False,34.628,"LINESTRING (-122.3171303 47.5970718, -122.3171354 47.5967604)",,,
11083342507,11083342516,0,860292633,,,footway,,False,True,39.296,"LINESTRING (-122.3171303 47.5970718, -122.3171264 47.5973058, -122.3171175 47.5973205, -122.3171165 47.597424)",,,
11083342507,11083342511,0,1193961814,,,footway,,False,False,47.762,"LINESTRING (-122.3171303 47.5970718, -122.317029 47.597072, -122.3170297 47.5972399, -122.31705 47.5972531, -122.3170498 47.5974274)",,,
11083342511,11083342535,0,862374629,,,footway,,False,False,18.933,"LINESTRING (-122.3170498 47.5974274, -122.3167973 47.5974267)",,,
11083342511,8018004530,0,862374629,,,footway,,False,True,4.994,"LINESTRING (-122.3170498 47.5974274, -122.3171164 47.5974275)",,,
11083342511,11083342507,0,1193961814,,,footway,,False,True,47.762,"LINESTRING (-122.3170498 47.5974274, -122.31705 47.5972531, -122.3170297 47.5972399, -122.317029 47.597072, -122.3171303 47.5970718)",,,
11083342514,8197980080,0,860292635,,,footway,,False,False,40.799,"LINESTRING (-122.3173582 47.5974133, -122.3173626 47.5970464)",,,
11083342514,8018004498,0,860292635,,,footway,,False,True,1.861,"LINESTRING (-122.3173582 47.5974133, -122.3173686 47.5974285)",,,
11083342514,11083342523,0,"[860292632, 1193961815]",,,footway,,False,"[False, True]",9.190999999999999,"LINESTRING (-122.3173582 47.5974133, -122.3173377 47.5974132, -122.317236 47.5974191)",,,
11083342516,8018004530,0,860292633,,,footway,,False,True,0.389,"LINESTRING (-122.3171165 47.597424, -122.3171164 47.5974275)",,,
11083342516,11083342507,0,860292633,,,footway,,False,False,39.296,"LINESTRING (-122.3171165 47.597424, -122.3171175 47.5973205, -122.3171264 47.5973058, -122.3171303 47.5970718)",,,
11083342516,11083342523,0,"[860292632, 1193961818]",,,footway,,False,True,8.984,"LINESTRING (-122.3171165 47.597424, -122.3171502 47.597424, -122.317236 47.5974191)",,,
11083342521,6585327207,0,1364999756,2,South Weller Street,residential,20 mph,False,False,21.738,"LINESTRING (-122.3171152 47.5974998, -122.3168253 47.5975001)",,,
