u,v,key,osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,service,access
8017935878,8017935870,0,860291051,,,footway,,False,True,77.866,"LINESTRING (-122.3195438 47.5974267, -122.3195555 47.5974161, -122.3195632 47.5974006, -122.3195648 47.5973839, -122.3195696 47.5971458, -122.3195631 47.5970763, -122.3195452 47.5970036, -122.3195152 47.596929, -122.3194148 47.5967459)",,,
8017935878,11083342545,0,860292610,,,footway,,False,False,14.620999999999999,"LINESTRING (-122.3195438 47.5974267, -122.3195253 47.5974327, -122.3195022 47.5974345, -122.319351 47.5974339)",,,
8017935878,8018029188,0,"[860291053, 1193961813]",,,footway,,False,False,9.168999999999999,"LINESTRING (-122.3195438 47.5974267, -122.3195551 47.5974331, -122.3195539 47.5975056)",,,
8017935879,11080212163,0,859389088,,,footway,,False,True,45.764,"LINESTRING (-122.3197285 47.5973807, -122.3197278 47.5974656, -122.3197333 47.5974857, -122.3197594 47.5975286, -122.3197683 47.5975545, -122.3197723 47.5975768, -122.3197725 47.5977876)",,,
8018004496,8018004526,0,860292627,,,footway,,False,False,1.26,"LINESTRING (-122.3173692 47.5975872, -122.317359 47.5975962)",,,
8018004496,11083317282,0,860292611,,,footway,,False,True,162.993,"LINESTRING (-122.3173692 47.5975872, -122.3173839 47.5975838, -122.3195421 47.5975865)",,,
8018004496,11083342522,0,"[1193961816, 860292613]",,,footway,,False,False,9.693999999999999,"LINESTRING (-122.3173692 47.5975872, -122.317369 47.5975706, -122.317374 47.5975001)",,,
8018004498,11083342544,0,860292610,,,footway,,False,True,11.135,"LINESTRING (-122.3173686 47.5974285, -122.3175171 47.5974288)",,,
8018004498,11083342514,0,860292635,,,footway,,False,False,1.861,"LINESTRING (-122.3173686 47.5974285, -122.3173582 47.5974133)",,,
8018004498,11083342522,0,"[860292635, 860292612, 860292613]",,,footway,,False,"[False, True]",8.102,"LINESTRING (-122.3173686 47.5974285, -122.3173771 47.5974413, -122.317377 47.5974574, -122.317374 47.5975001)",,,
8018004506,11078002714,0,860292617,,,footway,,False,False,13.588,"LINESTRING (-122.317354 47.598438, -122.3173549 47.5985602)",,,
8018004506,11080212130,0,859964169,,,footway,,False,True,5.072,"LINESTRING (-122.317354 47.598438, -122.3173568 47.5984298, -122.3173634 47.5984235, -122.3173765 47.598421, -122.3174066 47.598421)",,,
8018004506,8018004518,0,"[1193691643, 860292621]",,,footway,,False,False,8.957,"LINESTRING (-122.317354 47.598438, -122.3173373 47.5984368, -122.317235 47.598431)",,,
8018004509,11078002715,0,859964174,,,footway,,False,True,13.196,"LINESTRING (-122.3173638 47.5990825, -122.317395 47.5990823, -122.3175398 47.5990819)",,,
8018004509,8093391021,0,"[758435680, 860292617, 1193462190]",,,footway,,False,"[False, True]",14.558,"LINESTRING (-122.3173638 47.5990825, -122.3173944 47.5991033, -122.317394 47.5991148, -122.3173892 47.5991764, -122.317387 47.5992048)",,,
8018004509,11078002713,0,860292617,,,footway,,False,True,17.331,"LINESTRING (-122.3173638 47.5990825, -122.3173553 47.5990767, -122.3173552 47.598929)",,,
8018004509,11077999082,0,"[1193462184, 860292619]",,,footway,,False,False,9.882,"LINESTRING (-122.3173638 47.5990825, -122.3173362 47.5990914, -122.317235 47.5990919)",,,
8018004512,11078002712,0,862353088,,,footway,,False,False,32.564,"LINESTRING (-122.3171177 47.5990885, -122.3166834 47.5990898)",,,
8018004512,8018004516,0,860292620,,,footway,,False,False,73.851,"LINESTRING (-122.3171177 47.5990885, -122.317125 47.599082, -122.3171242 47.598426)",,,
8018004512,11077999066,0,"[758435681, 860292620, 860292622]",,,footway,,False,True,8.133,"LINESTRING (-122.3171177 47.5990885, -122.3170849 47.5991162, -122.3170939 47.5991303, -122.3170902 47.5991525)",,,
8018004512,11077999082,0,"[860292619, 890650691]",,,footway,,False,True,8.844000000000001,"LINESTRING (-122.3171177 47.5990885, -122.3171433 47.5990924, -122.317235 47.5990919)",,,
8018004516,8034182496,0,860292620,,,footway,,False,False,0.926,"LINESTRING (-122.3171242 47.598426, -122.3171158 47.5984199)",,,
8018004516,8018004512,0,860292620,,,footway,,False,True,73.851,"LINESTRING (-122.3171242 47.598426, -122.317125 47.599082, -122.3171177 47.5990885)",,,
8018004516,8018004518,0,"[860292621, 1193691645]",,,footway,,False,True,8.332,"LINESTRING (-122.3171242 47.598426, -122.3171477 47.5984259, -122.317235 47.598431)",,,
8018004518,53165716,0,969976886,5,12th Avenue South,secondary,25 mph,False,False,9.908,"LINESTRING (-122.317235 47.598431, -122.317236 47.5983419)",,,
8018004518,6582511865,0,969976886,5,12th Avenue South,secondary,25 mph,False,True,14.244,"LINESTRING (-122.317235 47.598431, -122.3172357 47.5985591)",,,
8018004518,8018004516,0,"[1193691645, 860292621]",,,footway,,False,False,8.332,"LINESTRING (-122.317235 47.598431, -122.3171477 47.5984259, -122.3171242 47.598426)",,,
8018004518,8018004506,0,"[1193691643, 860292621]",,,footway,,False,True,8.957,"LINESTRING (-122.317235 47.598431, -122.3173373 47.5984368, -122.317354 47.598438)",,,
8018004519,11080212190,0,860292625,,,footway,,False,True,30.401,"LINESTRING (-122.317127 47.5982671, -122.3171284 47.5979937)",,,
8018004519,11080212186,0,862374625,,,footway,,False,True,83.222,"LINESTRING (-122.317127 47.5982671, -122.3160171 47.5982649)",,,
8018004519,11080212134,0,"[1193691648, 860292625]",,,footway,,False,"[False, True]",1.968,"LINESTRING (-122.317127 47.5982671, -122.3171271 47.5982735, -122.3171413 47.5982795)",,,
8018004524,11083342543,0,862374628,,,footway,,False,True,22.427,"LINESTRING (-122.3171241 47.5975837, -122.316825 47.597583)",,,
8018004524,11080212190,0,860292625,,,footway,,False,False,45.652,"LINESTRING (-122.3171241 47.5975837, -122.3171299 47.5975973, -122.3171284 47.5979937)",,,
8018004524,11083342521,0,"[860292625, 1193961821, 860292631]",,,footway,,False,"[False, True]",9.479,"LINESTRING (-122.3171241 47.5975837, -122.3171121 47.5975592, -122.3171122 47.5975435, -122.3171152 47.5974998)",,,
8018004524,8018004527,0,"[1193961820, 860292628]",,,footway,,False,"[False, True]",8.346,"LINESTRING (-122.3171241 47.5975837, -122.3171508 47.5975836, -122.317235 47.5975892)",,,
8018004526,11080212133,0,860292627,,,footway,,False,False,74.668,"LINESTRING (-122.317359 47.5975962, -122.3173558 47.5982677)",,,
8018004526,8018004496,0,860292627,,,footway,,False,True,1.26,"LINESTRING (-122.317359 47.5975962, -122.3173692 47.5975872)",,,
8018004526,8018004527,0,"[1193961817, 860292628]",,,footway,,False,False,9.335,"LINESTRING (-122.317359 47.5975962, -122.3173383 47.597596, -122.317235 47.5975892)",,,
8018004527,53165720,0,500021854,5,12th Avenue South,secondary,25 mph,False,False,9.952,"LINESTRING (-122.317235 47.5975892, -122.3172352 47.5974997)",,,
8018004527,6584442112,0,500021854,5,12th Avenue South,secondary,25 mph,False,True,44.99,"LINESTRING (-122.317235 47.5975892, -122.3172357 47.5979938)",,,
8018004527,8018004524,0,"[860292628, 1193961820]",,,footway,,False,"[False, True]",8.346,"LINESTRING (-122.317235 47.5975892, -122.3171508 47.5975836, -122.3171241 47.5975837)",,,
8018004527,8018004526,0,"[1193961817, 860292628]",,,footway,,False,True,9.335,"LINESTRING (-122.317235 47.5975892, -122.3173383 47.597596, -122.317359 47.5975962)",,,
8018004530,11083342516,0,860292633,,,footway,,False,False,0.389,"LINESTRING (-122.3171164 47.5974275, -122.3171165 47.597424)",,,
8018004530,11083342511,0,862374629,,,footway,,False,False,4.994,"LINESTRING (-122.3171164 47.5974275, -122.3170498 47.5974274)",,,
8018004530,11083342521,0,"[860292633, 1193961819, 860292631]",,,footway,,False,True,8.056999999999999,"LINESTRING (-122.3171164 47.5974275, -122.3171183 47.5974355, -122.3171185 47.5974521, -122.3171152 47.5974998)",,,
8018004534,8197980080,0,860292635,,,footway,,False,True,33.57,"LINESTRING (-122.3173612 47.5967445, -122.3173626 47.5970464)",,,
8018004534,8017935870,0,"[292352145, 292352146]",,South Lane Street,footway,,False,True,159.751,"LINESTRING (-122.3173612 47.5967445, -122.3176788 47.5967469, -122.3177948 47.5967474, -122.3177985 47.596721, -122.3179354 47.5967159, -122.318379 47.5966682, -122.3186132 47.5966283, -122.3188383 47.5966309, -122.3189884 47.5966447, -122.3191126 47.5966645, -122.3194148 47.5967459)",,,
8018015292,8018015293,0,860289984,,,footway,,False,False,2.672,"LINESTRING (-122.3223606 47.5965751, -122.322342 47.5965956)",,,
8018015292,7083435711,0,860289984,,,footway,,False,True,68.663,"LINESTRING (-122.3223606 47.5965751, -122.3223619 47.5959576)",,,
8018015293,8018015292,0,860289984,,,footway,,False,True,2.672,"LINESTRING (-122.322342 47.5965956, -122.3223606 47.5965751)",,,
8018015293,8018015295,0,860289986,,,footway,,False,False,44.331,"LINESTRING (-122.322342 47.5965956, -122.3217508 47.5965945)",,,
8018015293,10768546907,0,"[758464596, 1157910077]",,,footway,,False,True,7.92,"LINESTRING (-122.322342 47.5965956, -122.3223497 47.5966121, -122.3223396 47.5966656)",,,
8018015295,8018015293,0,860289986,,,footway,,False,True,44.331,"LINESTRING (-122.3217508 47.5965945, -122.322342 47.5965956)",,,
8018015296,10768546909,0,860289987,,,footway,,False,False,4.469,"LINESTRING (-122.3223245 47.5967516, -122.3222649 47.5967514)",,,
8018015296,10768465601,0,860289989,,,footway,,False,False,1.631,"LINESTRING (-122.3223245 47.5967516, -122.322346 47.5967538)",,,
8018015296,10768546907,0,"[758464596, 1157910079]",,,footway,,False,"[False, True]",9.632,"LINESTRING (-122.3223245 47.5967516, -122.3223267 47.5967332, -122.3223396 47.5966656)",,,
8018015298,10768546908,0,860289987,,,footway,,False,True,10.333,"LINESTRING (-122.321694 47.5967499, -122.3218318 47.5967503)",,,
8018015303,8018015306,0,860289989,,,footway,,False,False,5.462999999999999,"LINESTRING (-122.3223526 47.5974084, -122.3223443 47.5974307, -122.3223318 47.5974366, -122.3223083 47.5974363)",,,
8018015303,10768546938,0,860289989,,,footway,,False,True,45.261,"LINESTRING (-122.3223526 47.5974084, -122.3223585 47.5973905, -122.3223584 47.5970018)",,,
8018015306,8018015303,0,860289989,,,footway,,False,True,5.462999999999999,"LINESTRING (-122.3223083 47.5974363, -122.3223318 47.5974366, -122.3223443 47.5974307, -122.3223526 47.5974084)",,,
8018015306,8018015332,0,860289990,,,footway,,False,False,38.851,"LINESTRING (-122.3223083 47.5974363, -122.3218869 47.5974394, -122.3217902 47.597439)",,,
8018015306,10768546925,0,"[1157910084, 860289991]",,,footway,,False,False,8.408000000000001,"LINESTRING (-122.3223083 47.5974363, -122.322308 47.5974491, -122.3223057 47.5975119)",,,
8018015308,8018015332,0,860289990,,,footway,,False,True,7.663,"LINESTRING (-122.321688 47.5974387, -122.3217902 47.597439)",,,
8018015311,8018015313,0,860289992,,,footway,,False,False,30.398,"LINESTRING (-122.3223038 47.59759, -122.3218984 47.5975912)",,,
8018015311,8018015314,0,860289993,,,footway,,False,False,5.771999999999999,"LINESTRING (-122.3223038 47.59759, -122.3223391 47.59759, -122.3223487 47.5975984, -122.3223489 47.5976159)",,,
8018015311,10768546925,0,"[860289991, 1157910087]",,,footway,,False,True,8.687000000000001,"LINESTRING (-122.3223038 47.59759, -122.3223034 47.5975764, -122.3223057 47.5975119)",,,
8018015312,8018015313,0,860289992,,,footway,,False,True,15.814,"LINESTRING (-122.3216875 47.5975906, -122.3218984 47.5975912)",,,
8018015313,4162100943,0,415141357,,,service,,False,False,9.009,"LINESTRING (-122.3218984 47.5975912, -122.3218959 47.5975102)",,driveway,
8018015313,4162100942,0,415141357,,,service,,False,True,9.29,"LINESTRING (-122.3218984 47.5975912, -122.3219026 47.5976747)",,driveway,
8018015313,8018015312,0,860289992,,,footway,,False,False,15.814,"LINESTRING (-122.3218984 47.5975912, -122.3216875 47.5975906)",,,
8018015313,8018015311,0,860289992,,,footway,,False,True,30.398,"LINESTRING (-122.3218984 47.5975912, -122.3223038 47.59759)",,,
8018015314,8010631142,0,860289993,,,footway,,False,False,71.965,"LINESTRING (-122.3223489 47.5976159, -122.3223494 47.5982631)",,,
8018015314,8018015311,0,860289993,,,footway,,False,True,5.772,"LINESTRING (-122.3223489 47.5976159, -122.3223487 47.5975984, -122.3223391 47.59759, -122.3223038 47.59759)",,,
8018015315,8010631147,0,860289994,,,footway,,False,False,188.984,"LINESTRING (-122.3223169 47.5982753, -122.3197965 47.5982773)",,,
8018015315,10760518882,0,"[859389081, 859389086]",,,footway,,False,"[False, True]",9.485,"LINESTRING (-122.3223169 47.5982753, -122.3223385 47.5983071, -122.3223409 47.5983574)",,,
8018015315,8010631142,0,860289994,,,footway,,False,True,3.04,"LINESTRING (-122.3223169 47.5982753, -122.3223392 47.5982731, -122.3223494 47.5982631)",,,
8018015332,4162100945,0,415141358,,,service,,False,False,11.12,"LINESTRING (-122.3217902 47.597439, -122.3217897 47.597339)",,driveway,
8018015332,4162100944,0,415141358,,,service,,False,True,7.806,"LINESTRING (-122.3217902 47.597439, -122.3217914 47.5975092)",,driveway,
8018015332,8018015308,0,860289990,,,footway,,False,False,7.663,"LINESTRING (-122.3217902 47.597439, -122.321688 47.5974387)",,,
8018015332,8018015306,0,860289990,,,footway,,False,True,38.851,"LINESTRING (-122.3217902 47.597439, -122.3218869 47.5974394, -122.3223083 47.5974363)",,,
8018029186,11080212163,0,859389088,,,footway,,False,False,51.884,"LINESTRING (-122.3197731 47.5982542, -122.3197725 47.5977876)",,,
8018029186,8010631147,0,860289994,,,footway,,False,True,3.5939999999999994,"LINESTRING (-122.3197731 47.5982542, -122.3197732 47.5982655, -122.3197804 47.5982738, -122.3197965 47.5982773)",,,
8018029186,11080212128,0,"[1193691637, 859964167]",,,footway,,False,False,10.977,"LINESTRING (-122.3197731 47.5982542, -122.3197363 47.5982629, -122.319629 47.5982661)",,,
8018029188,6585419248,0,1284805252,2,South Weller Street,residential,20 mph,False,False,15.184,"LINESTRING (-122.3195539 47.5975056, -122.3193514 47.597505)",,,
8018029188,53151759,0,1284805252,2,South Weller Street,residential,20 mph,False,True,6.134,"LINESTRING (-122.3195539 47.5975056, -122.3196357 47.5975058)",,,
8018029188,11083317282,0,"[1193961812, 860291053]",,,footway,,False,False,9.251999999999999,"LINESTRING (-122.3195539 47.5975056, -122.3195529 47.5975761, -122.3195421 47.5975865)",,,
8018029188,8017935878,0,"[1193961813, 860291053]",,,footway,,False,True,9.168999999999999,"LINESTRING (-122.3195539 47.5975056, -122.3195551 47.5974331, -122.3195438 47.5974267)",,,
8018029189,11083317282,0,860291054,,,footway,,False,False,75.081,"LINESTRING (-122.3195496 47.5982607, -122.3195455 47.5975886, -122.3195421 47.5975865)",,,
8018029189,11080212120,0,860291056,,,footway,,False,False,4.027,"LINESTRING (-122.3195496 47.5982607, -122.3195447 47.5982702, -122.3195306 47.5982742, -122.3195071 47.5982742)",,,
8018029189,11080212128,0,"[1193691638, 859964167]",,,footway,,False,"[False, True]",6.079000000000001,"LINESTRING (-122.3195496 47.5982607, -122.3195798 47.5982675, -122.319629 47.5982661)",,,
8018029192,11080212133,0,860291056,,,footway,,False,False,2.384,"LINESTRING (-122.3173876 47.5982678, -122.3173558 47.5982677)",,,
8018029192,11080212165,0,860291056,,,footway,,False,True,44.677,"LINESTRING (-122.3173876 47.5982678, -122.3175025 47.598268, -122.3175568 47.5982715, -122.3179832 47.5982721)",,,
8018029192,11080212138,0,"[860292614, 860292615]",,,footway,,False,False,8.285,"LINESTRING (-122.3173876 47.5982678, -122.3173876 47.5983076, -122.3173865 47.5983423)",,,
8034020769,11078002710,0,862353088,,,footway,,False,False,60.398,"LINESTRING (-122.316002 47.5990919, -122.3151965 47.5990947)",,,
8034020769,11078002711,0,862353088,,,footway,,False,True,27.893,"LINESTRING (-122.316002 47.5990919, -122.316374 47.5990908)",,,
8034020769,11077999089,0,"[1042730850, 1193462187]",,,footway,,False,"[False, True]",6.327,"LINESTRING (-122.316002 47.5990919, -122.316002 47.5991233, -122.3160019 47.5991488)",,,
8034020774,11078002710,0,862353088,,,footway,,False,True,61.927,"LINESTRING (-122.3143706 47.5990976, -122.3151965 47.5990947)",,,
8034020774,8277839587,0,862358450,,,footway,,False,True,19.689999999999998,"LINESTRING (-122.3143706 47.5990976, -122.314311 47.5990977, -122.3142679 47.5990925, -122.314225 47.599081, -122.3141761 47.5990612, -122.3141318 47.5990381)",,,
8034020774,7731894482,0,"[758437355, 1193462189]",,,footway,,False,"[False, True]",13.288,"LINESTRING (-122.3143706 47.5990976, -122.31436 47.5991271, -122.3144256 47.5992045)",,,
8034182491,11076454447,0,862358447,,,footway,,False,True,49.381,"LINESTRING (-122.3162378 47.6000977, -122.3168964 47.6000961)",,,
8034182491,11076454428,0,"[862358445, 862358446]",,,footway,,False,"[False, True]",17.435,"LINESTRING (-122.3162378 47.6000977, -122.316102 47.6000109, -122.3160854 47.5999824)",,,
8034182491,7083228729,0,862358445,,,footway,,False,True,78.45500000000001,"LINESTRING (-122.3162378 47.6000977, -122.316461 47.6002589, -122.316578 47.6003492, -122.3168958 47.6006389, -122.3169023 47.6006408)",,,
8034182493,8004103328,0,1193277479,,,footway,,False,False,1.7,"LINESTRING (-122.3170655 47.59994, -122.3170806 47.5999514)",,,
8034182493,7083137853,0,858625742,,,footway,,False,True,69.492,"LINESTRING (-122.3170655 47.59994, -122.3170716 47.5999316, -122.317069 47.599316)",,,
8034182493,11076454421,0,862358448,,,footway,,False,False,13.14,"LINESTRING (-122.3170655 47.59994, -122.3170527 47.5999448, -122.3168921 47.5999446)",,,
8034182496,8018004516,0,860292620,,,footway,,False,True,0.926,"LINESTRING (-122.3171158 47.5984199, -122.3171242 47.598426)",,,
8034182496,11080212173,0,862358449,,,footway,,False,False,23.132,"LINESTRING (-122.3171158 47.5984199, -122.3168073 47.5984194)",,,
8034182496,11080212139,0,"[1193691649, 860292620, 860292623]",,,footway,,False,False,8.795,"LINESTRING (-122.3171158 47.5984199, -122.3171155 47.5984005, -122.3171153 47.598386, -122.3171262 47.5983414)",,,
8034342994,9573059597,0,862374626,,,footway,,False,True,82.644,"LINESTRING (-122.3130149 47.5975959, -122.3130189 47.5976053, -122.3135208 47.598256)",,,
8034342994,11083342536,0,862374628,,,footway,,False,False,36.825,"LINESTRING (-122.3130149 47.5975959, -122.3130258 47.5975796, -122.3130302 47.5975762, -122.3130381 47.5975747, -122.3134878 47.5975757)",,,
8034342994,11083342529,0,"[1193961824, 862374627]",,,footway,,False,False,11.777,"LINESTRING (-122.3130149 47.5975959, -122.313003 47.5975809, -122.3129379 47.5975036)",,,
8034343026,53225175,0,1097573301,5,Rainier Avenue South,secondary,25 mph,False,True,11.358,"LINESTRING (-122.31267 47.5974143, -122.312743 47.5975038)",,,
8034343026,11083342528,0,"[1193961825, 862374631]",,,footway,,False,False,8.778,"LINESTRING (-122.31267 47.5974143, -122.3125882 47.5974123, -122.312553 47.5974119)",,,
8034343026,11083342526,0,"[1193961823, 862374631]",,,footway,,False,True,15.234,"LINESTRING (-122.31267 47.5974143, -122.312842 47.5974184, -122.3128667 47.5974057)",,,
8034343026,53114063,0,1097573301,5,Rainier Avenue South,secondary,25 mph,False,False,95.375,"LINESTRING (-122.31267 47.5974143, -122.3126371 47.5973688, -122.3120942 47.5966495)",,,
8034411648,11085006017,0,"[1194194256, 862387508, 862387509]",,,footway,,False,False,10.145,"LINESTRING (-122.3160379 47.5965909, -122.3160118 47.5965918, -122.3159891 47.5965893, -122.3159056 47.596575)",,,
8034411648,7657160564,0,"[819974012, 860292634, 862387508]",,South Lane Street,"['footway', 'steps']",,False,True,85.81700000000001,"LINESTRING (-122.3160379 47.5965909, -122.3160727 47.59659, -122.316406 47.5965913, -122.316821 47.5967185, -122.3171354 47.5967604)",,,
8034411648,8034411655,0,862387510,,,footway,,False,False,72.51599999999999,"LINESTRING (-122.3160379 47.5965909, -122.3160382 47.5963288, -122.3160433 47.5963097, -122.3160642 47.596275, -122.3160701 47.596255, -122.316071 47.5959422)",,,
8034411650,8034411665,0,874913517,,,footway,,False,False,69.567,"LINESTRING (-122.3158448 47.5965642, -122.315848 47.5965501, -122.3158496 47.5959583, -122.3158469 47.5959488, -122.3158387 47.5959406)",,,
8034411650,11085006017,0,"[1194194258, 862387509]",,,footway,,False,True,4.715,"LINESTRING (-122.3158448 47.5965642, -122.3158623 47.5965675, -122.3159056 47.596575)",,,
8034411650,11085006031,0,1194194259,,,footway,,False,True,27.717,"LINESTRING (-122.3158448 47.5965642, -122.3158379 47.5965778, -122.3158238 47.5965886, -122.3158025 47.5965959, -122.3157799 47.5965983, -122.3154997 47.5965977)",,,
8034411655,11085006018,0,"[860291058, 862387515, 1194194255]",,,footway,,False,False,11.927999999999999,"LINESTRING (-122.316071 47.5959422, -122.316054 47.5959421, -122.316038 47.5959361, -122.3159143 47.5959334)",,,
8034411655,10768617476,0,860291058,,,footway,,False,True,233.399,"LINESTRING (-122.316071 47.5959422, -122.3160771 47.5959342, -122.3160931 47.5959289, -122.317675 47.595927, -122.3178772 47.5959368, -122.3191167 47.5959395, -122.3191488 47.5959454, -122.3191675 47.5959556)",,,
8034411655,8034411648,0,862387510,,,footway,,False,True,72.51599999999999,"LINESTRING (-122.316071 47.5959422, -122.3160701 47.596255, -122.3160642 47.596275, -122.3160433 47.5963097, -122.3160382 47.5963288, -122.3160379 47.5965909)",,,
8034411665,11085006047,0,862387516,,,footway,,False,False,125.27199999999999,"LINESTRING (-122.3158387 47.5959406, -122.3158275 47.5959345, -122.3158127 47.5959323, -122.3142045 47.5959285, -122.314172 47.5959318)",,,
8034411665,8034411650,0,874913517,,,footway,,False,True,69.56700000000001,"LINESTRING (-122.3158387 47.5959406, -122.3158469 47.5959488, -122.3158496 47.5959583, -122.315848 47.5965501, -122.3158448 47.5965642)",,,
8034411665,11085006018,0,"[1194194257, 862387515]",,,footway,,False,True,6.034000000000001,"LINESTRING (-122.3158387 47.5959406, -122.3158527 47.5959321, -122.3159143 47.5959334)",,,
8034434007,5276365719,0,545938859,,,footway,,False,True,76.758,"LINESTRING (-122.3117052 47.5974196, -122.3117081 47.5967293)",,,
8034434007,8034434011,0,862387888,,,footway,,False,False,63.578,"LINESTRING (-122.3117052 47.5974196, -122.3125531 47.5974208)",,,
8034434007,8038207761,0,"[862387888, 862844548]",,,footway,,False,"[False, True]",2.637,"LINESTRING (-122.3117052 47.5974196, -122.3116937 47.5974271, -122.3116801 47.5974362)",,,
8034434011,8034434007,0,862387888,,,footway,,False,True,63.578,"LINESTRING (-122.3125531 47.5974208, -122.3117052 47.5974196)",,,
8034434011,11083342528,0,862387889,,,footway,,False,False,0.99,"LINESTRING (-122.3125531 47.5974208, -122.312553 47.5974119)",,,
8034434011,11083342530,0,"[862844545, 1193961826]",,,footway,,False,"[False, True]",10.555,"LINESTRING (-122.3125531 47.5974208, -122.3125697 47.597442, -122.3126219 47.5975036)",,,
8034434012,5276365719,0,545938856,,,footway,,False,True,24.723,"LINESTRING (-122.3120378 47.596731, -122.3117081 47.5967293)",,,
8034434012,11083342528,0,862387889,,,footway,,False,True,84.999,"LINESTRING (-122.3120378 47.596731, -122.312553 47.5974119)",,,
8034434012,11085053679,0,"[1194201896, 862387889, 545928596]",,,footway,,False,False,10.161,"LINESTRING (-122.3120378 47.596731, -122.3120091 47.5966938, -122.3120063 47.5966805, -122.311977 47.5966504)",,,
8038207756,8038207758,0,862844546,,,footway,,False,False,72.786,"LINESTRING (-122.3126756 47.5975718, -122.3117049 47.5975724)",,,
8038207756,11080212154,0,862844557,,,footway,,False,True,37.575,"LINESTRING (-122.3126756 47.5975718, -122.3129048 47.5978723)",,,
8038207756,11083342530,0,"[862844545, 862844557, 1193961822]",,,footway,,False,"[False, True]",8.587,"LINESTRING (-122.3126756 47.5975718, -122.3126445 47.5975319, -122.312632 47.5975155, -122.3126219 47.5975036)",,,
8038207758,8038207756,0,862844546,,,footway,,False,True,72.786,"LINESTRING (-122.3117049 47.5975724, -122.3126756 47.5975718)",,,
8038207758,11082266294,0,1193886300,,,footway,,False,False,37.851,"LINESTRING (-122.3117049 47.5975724, -122.3117035 47.5979128)",,,
8038207758,8038207759,0,"[862844546, 862844547]",,,footway,,False,"[False, True]",2.6630000000000003,"LINESTRING (-122.3117049 47.5975724, -122.3116892 47.5975642, -122.3116771 47.5975575)",,,
8038207759,11083487344,0,862844549,,,footway,,False,True,6.172,"LINESTRING (-122.3116771 47.5975575, -122.3116785 47.597502)",,,
8038207759,11083487342,0,862844555,,,footway,,False,False,5.648,"LINESTRING (-122.3116771 47.5975575, -122.3116019 47.5975546)",,,
8038207759,8038207758,0,"[862844546, 862844547]",,,footway,,False,"[False, True]",2.6630000000000003,"LINESTRING (-122.3116771 47.5975575, -122.3116892 47.5975642, -122.3117049 47.5975724)",,,
8038207761,11083487344,0,862844549,,,footway,,False,False,7.318,"LINESTRING (-122.3116801 47.5974362, -122.3116785 47.597502)",,,
8038207761,11083487341,0,862844550,,,footway,,False,False,5.96,"LINESTRING (-122.3116801 47.5974362, -122.3116018 47.597427)",,,
8038207761,8034434007,0,"[862387888, 862844548]",,,footway,,False,"[False, True]",2.637,"LINESTRING (-122.3116801 47.5974362, -122.3116937 47.5974271, -122.3117052 47.5974196)",,,
8038207763,11083487341,0,862844550,,,footway,,False,True,5.122,"LINESTRING (-122.3115345 47.5974191, -122.3116018 47.597427)",,,
8038207763,11083487343,0,862844553,,,footway,,False,False,9.146,"LINESTRING (-122.3115345 47.5974191, -122.3115217 47.5975009)",,,
8038207763,4884578981,0,"[1193990844, 496787438]",,,footway,,False,False,2.982,"LINESTRING (-122.3115345 47.5974191, -122.3115157 47.5974167, -122.3114953 47.5974188)",,,
8038207766,11083487343,0,862844553,,,footway,,False,True,5.635,"LINESTRING (-122.3115138 47.5975513, -122.3115217 47.5975009)",,,
8038207766,11083487342,0,862844555,,,footway,,False,True,6.616,"LINESTRING (-122.3115138 47.5975513, -122.3116019 47.5975546)",,,
8038207766,4884578979,0,"[862844554, 496787444]",,,footway,,False,False,2.782,"LINESTRING (-122.3115138 47.5975513, -122.3114999 47.5975618, -122.311494 47.597572)",,,
8038207771,11082266294,0,1193886300,,,footway,,False,True,37.806,"LINESTRING (-122.3117031 47.5982528, -122.3117035 47.5979128)",,,
8038207771,8038207772,0,862844556,,,footway,,False,False,2.1420000000000003,"LINESTRING (-122.3117031 47.5982528, -122.3117068 47.5982584, -122.3117152 47.5982626, -122.3117239 47.5982642)",,,
8038207771,11082266257,0,"[1193886296, 862844558]",,,footway,,False,False,8.165,"LINESTRING (-122.3117031 47.5982528, -122.3116682 47.5982625, -122.3115971 47.5982642)",,,
8038207772,11080212164,0,862844556,,,footway,,False,False,74.479,"LINESTRING (-122.3117239 47.5982642, -122.3127172 47.5982653)",,,
8038207772,8038207771,0,862844556,,,footway,,False,True,2.142,"LINESTRING (-122.3117239 47.5982642, -122.3117152 47.5982626, -122.3117068 47.5982584, -122.3117031 47.5982528)",,,
8038207772,11082266258,0,"[862844563, 1193886295]",,,footway,,False,False,8.088000000000001,"LINESTRING (-122.3117239 47.5982642, -122.311707 47.5982872, -122.3117033 47.5983342)",,,
8038207782,11082266250,0,862844561,,,footway,,False,False,106.286,"LINESTRING (-122.3131362 47.5984079, -122.3117187 47.5984054)",,,
8038226486,11082266259,0,"[862844561, 862844562, 862844564]",,,footway,,False,False,8.268,"LINESTRING (-122.311701 47.5984113, -122.3116838 47.5984112, -122.3116658 47.5984044, -122.3115934 47.5984029)",,,
8038226486,11082266250,0,862844561,,,footway,,False,True,1.6760000000000002,"LINESTRING (-122.311701 47.5984113, -122.311703 47.5984075, -122.3117099 47.5984054, -122.3117187 47.5984054)",,,
