,edge_id,u,v,key,osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,service,access,buffer_day,buffer_night,buffer_blended_day,buffer_blended_night,day_notes,night_notes,density_day,density_night,light_score,buffer_light,density_light,buffer_day_final_score,buffer_night_final_score,density_day_final_score,density_night_final_score,,AccessScore_slope
1134,1134,8034342994,11083342536,0,862374628,,,footway,,FALSE,FALSE,36.825,"LINESTRING (-122.3130149 47.5975959, -122.3130258 47.5975796, -122.3130302 47.5975762, -122.3130381 47.5975747, -122.3134878 47.5975757)",,,,0.9996586040785513,0.8161264928570455,0.9261092012213695,0.815989934,"{'Property Offenses': {'count': 1, 'last_at': '2024-08-22 12:52:00'}}","{'Weapon Law Violation': {'count': 2, 'last_at': '2025-07-10 20:08:00'}, 'Motor Vehicle Theft': {'count': 2, 'last_at': '2025-06-16 02:00:00'}, 'Larceny': {'count': 1, 'last_at': '2025-06-16 02:00:00'}, 'Property Offenses': {'count': 1, 'last_at': '2025-04-05 23:30:00'}}",0.8495320875136938,0.7590354179396602,0,0.8161264928570455,0.7590354179396602,0.9261092012213695,0.815989934,0.7531462546895579,0.6988482529451377,,0.895812115
1135,1135,8034342994,11083342529,0,"[1193961824, 862374627]",,,footway,,FALSE,FALSE,11.777,"LINESTRING (-122.3130149 47.5975959, -122.313003 47.5975809, -122.3129379 47.5975036)",,,,0.9989325036250872,0.4250537572778039,0.7689540065362088,0.42462675872783884,"{'Property Offenses': {'count': 1, 'last_at': '2024-08-22 12:52:00'}}","{'Weapon Law Violation': {'count': 2, 'last_at': '2025-07-10 20:08:00'}, 'Motor Vehicle Theft': {'count': 2, 'last_at': '2025-06-16 02:00:00'}, 'Larceny': {'count': 1, 'last_at': '2025-06-16 02:00:00'}, 'Property Offenses': {'count': 1, 'last_at': '2025-04-05 23:30:00'}}",0.8484616935121346,0.7407932317189636,0,0.4250537572778039,0.7407932317189636,0.7689540065362088,0.42462675872783884,0.744778986,0.6801779091238175,,0.942025409
1136,1136,8034343026,53225175,0,1097573301,5,Rainier Avenue South,secondary,25 mph,FALSE,TRUE,11.358,"LINESTRING (-122.31267 47.5974143, -122.312743 47.5975038)",,,,0.9988931233661431,0.4038438192869078,0.7604306510809062,0.40340106863336506,"{'Property Offenses': {'count': 1, 'last_at': '2024-08-22 12:52:00'}}","{'Weapon Law Violation': {'count': 2, 'last_at': '2025-07-10 20:08:00'}, 'Motor Vehicle Theft': {'count': 2, 'last_at': '2025-06-16 02:00:00'}, 'Larceny': {'count': 1, 'last_at': '2025-06-16 02:00:00'}, 'Property Offenses': {'count': 1, 'last_at': '2025-04-05 23:30:00'}}",0.8873006408632114,0.755002094,0,0.4038438192869078,0.755002094,0.7604306510809062,0.40340106863336506,0.7893014785854909,0.7099223506509835,,0.82003338
1137,1137,8034343026,11083342528,0,"[1193961825, 862374631]",,,footway,,FALSE,FALSE,8.778,"LINESTRING (-122.31267 47.5974143, -122.3125882 47.5974123, -122.312553 47.5974119)",,,,0.998567794,0.22862361579638846,0.6900172402571123,0.22805073337181125,"{'Property Offenses': {'count': 1, 'last_at': '2024-08-22 12:52:00'}}","{'Weapon Law Violation': {'count': 2, 'last_at': '2025-07-10 20:08:00'}, 'Motor Vehicle Theft': {'count': 2, 'last_at': '2025-06-16 02:00:00'}, 'Larceny': {'count': 1, 'last_at': '2025-06-16 02:00:00'}, 'Property Offenses': {'count': 1, 'last_at': '2025-04-05 23:30:00'}}",0.902091434,0.7668177594768855,0.11392116655274549,0.2338326295989947,0.7842891142154793,0.6900172402571123,0.22805073337181125,0.8088185379728282,0.7276543331497151,,0.908784335
1138,1138,8034343026,11083342526,0,"[1193961823, 862374631]",,,footway,,FALSE,TRUE,15.234,"LINESTRING (-122.31267 47.5974143, -122.312842 47.5974184, -122.3128667 47.5974057)",,,,0.9991747469602634,0.5555243599488445,0.8213844909398013,0.5551942587329499,"{'Property Offenses': {'count': 1, 'last_at': '2024-08-22 12:52:00'}}","{'Weapon Law Violation': {'count': 2, 'last_at': '2025-07-10 20:08:00'}, 'Motor Vehicle Theft': {'count': 2, 'last_at': '2025-06-16 02:00:00'}, 'Larceny': {'count': 1, 'last_at': '2025-06-16 02:00:00'}, 'Property Offenses': {'count': 1, 'last_at': '2025-04-05 23:30:00'}}",0.8920836724902301,0.7609300381443997,0.065642641,0.5628175772253161,0.7709199296783947,0.8213844909398013,0.5551942587329499,0.796455688,0.7177635071404918,,0.868238481
1139,1139,8034343026,53114063,0,1097573301,5,Rainier Avenue South,secondary,25 mph,FALSE,FALSE,95.375,"LINESTRING (-122.31267 47.5974143, -122.3126371 47.5973688, -122.3120942 47.5966495)",,,,0.9661935694115886,0.12326272516987691,0.6154986594795393,0.10974015293451236,"{'Burglary': {'count': 2, 'last_at': '2025-07-29 09:50:00'}, 'Property Offenses': {'count': 1, 'last_at': '2024-08-22 12:52:00'}, 'Larceny': {'count': 1, 'last_at': '2025-03-07 16:00:00'}, 'Fraud/Bribery': {'count': 1, 'last_at': '2025-03-04 12:00:00'}}","{'Burglary': {'count': 10, 'last_at': '2025-07-22 19:20:00'}, 'Larceny': {'count': 6, 'last_at': '2025-07-26 01:00:00'}, 'Motor Vehicle Theft': {'count': 4, 'last_at': '2025-06-16 02:00:00'}, 'Weapon Law Violation': {'count': 2, 'last_at': '2025-07-10 20:08:00'}, 'Property Offenses': {'count': 2, 'last_at': '2025-04-24 19:23:00'}, 'Fraud/Bribery': {'count': 1, 'last_at': '2025-03-18 19:00:00'}, 'Disorderly Conduct': {'count': 1, 'last_at': '2025-01-14 05:00:00'}, 'Aggravated Assault': {'count': 1, 'last_at': '2025-01-14 19:41:00'}, 'DUI': {'count': 1, 'last_at': '2024-12-17 19:35:00'}}",0.9236130192839725,0.8157413236364001,0,0.12326272516987691,0.8157413236364001,0.6154986594795393,0.10974015293451236,0.8499095487385325,0.7851865313499891,,0
1140,1140,8034411648,11085006017,0,"[1194194256, 862387508, 862387509]",,,footway,,FALSE,FALSE,10.145,"LINESTRING (-122.3160379 47.5965909, -122.3160118 47.5965918, -122.3159891 47.5965893, -122.3159056 47.596575)",,,,0.9955185409153566,0.981644143,0.9881761982930091,0.9798515598102736,"{'Narcotics': {'count': 1, 'last_at': '2024-11-18 14:05:00'}}","{'Narcotics': {'count': 1, 'last_at': '2025-04-08 22:53:00'}}",0.9915708897057431,0.982599361,0,0.981644143,0.982599361,0.9881761982930091,0.9798515598102736,0.9846106340840339,0.9792277168280242,,0.303516751
1141,1141,8034411648,7657160564,0,"[819974012, 860292634, 862387508]",,South Lane Street,"['footway', 'steps']",,FALSE,TRUE,85.81700000000001,"LINESTRING (-122.3160379 47.5965909, -122.3160727 47.59659, -122.316406 47.5965913, -122.316821 47.5967185, -122.3171354 47.5967604)",,,,0.9698718268784257,0.9952929705969982,0.9679890151172249,0.9832417013483684,"{'Narcotics': {'count': 3, 'last_at': '2025-02-20 13:58:00'}, 'Aggravated Assault': {'count': 1, 'last_at': '2025-04-26 13:59:00'}}","{'Narcotics': {'count': 2, 'last_at': '2025-04-08 22:53:00'}}",0.9589407377784631,0.9652496476388448,0,0.9952929705969982,0.9652496476388448,0.9679890151172249,0.9832417013483684,0.945040597,0.948825943,,0.407225644
1142,1142,8034411648,8034411655,0,862387510,,,footway,,FALSE,FALSE,72.51599999999999,"LINESTRING (-122.3160379 47.5965909, -122.3160382 47.5963288, -122.3160433 47.5963097, -122.3160642 47.596275, -122.3160701 47.596255, -122.316071 47.5959422)",,,,0.9993730431571831,0.9974320127315449,0.9983458482498011,0.9971812299944182,"{'Narcotics': {'count': 1, 'last_at': '2024-11-18 14:05:00'}}","{'Narcotics': {'count': 1, 'last_at': '2025-04-08 22:53:00'}}",0.9954703814272508,0.9903580521662294,0.02758012,1,0.9958208909999556,0.9983458482498011,0.9971812299944182,0.9916136022937425,0.9885462047371297,,0.827810813
1143,1143,8034411650,8034411665,0,874913517,,,footway,,FALSE,FALSE,69.567,"LINESTRING (-122.3158448 47.5965642, -122.315848 47.5965501, -122.3158496 47.5959583, -122.3158469 47.5959488, -122.3158387 47.5959406)",,,,0.9993464659621126,0.997323154,0.998275727,0.99706174,"{'Narcotics': {'count': 1, 'last_at': '2024-11-18 14:05:00'}}","{'Narcotics': {'count': 1, 'last_at': '2025-04-08 22:53:00'}}",0.9971699217106894,0.9924183631176774,0.057498526600255874,1,1,0.998275727,0.99706174,0.9941372669577604,0.9912863318019531,,0.949210154
1144,1144,8034411650,11085006017,0,"[1194194258, 862387509]",,,footway,,FALSE,TRUE,4.715,"LINESTRING (-122.3158448 47.5965642, -122.3158623 47.5965675, -122.3159056 47.596575)",,,,0.9903574968369656,0.9605047370605958,0.974559392,0.9566477357953821,"{'Narcotics': {'count': 1, 'last_at': '2024-11-18 14:05:00'}}","{'Narcotics': {'count': 1, 'last_at': '2025-04-08 22:53:00'}}",0.9933593507591251,0.9838056714588594,0.21208907741251326,1,1,0.974559392,0.9566477357953821,0.9868816193426688,0.9811494117625095,,0.849945521
1145,1145,8034411650,11085006031,0,1194194259,,,footway,,FALSE,TRUE,27.717,"LINESTRING (-122.3158448 47.5965642, -122.3158379 47.5965778, -122.3158238 47.5965886, -122.3158025 47.5965959, -122.3157799 47.5965983, -122.3154997 47.5965977)",,,,0.9983596925203411,0.9932813737143525,0.9956722420060821,0.992625251,"{'Narcotics': {'count': 1, 'last_at': '2024-11-18 14:05:00'}}","{'Narcotics': {'count': 1, 'last_at': '2025-04-08 22:53:00'}}",0.9935562010845758,0.9846888328569116,0.036078941,1,0.9917941388630227,0.9956722420060821,0.992625251,0.9874317342273404,0.9821113132907419,,0.977698817
1146,1146,8034411655,11085006018,0,"[860291058, 862387515, 1194194255]",,,footway,,FALSE,FALSE,11.928,"LINESTRING (-122.316071 47.5959422, -122.316054 47.5959421, -122.316038 47.5959361, -122.3159143 47.5959334)",,,,1,1,1,1,{},{},0.9992547602266156,0.997995645,0.083836351,1,1,1,1,0.9984530182279117,0.9976975490938863,,0.922812839
1147,1147,8034411655,10768617476,0,860291058,,,footway,,FALSE,TRUE,233.399,"LINESTRING (-122.316071 47.5959422, -122.3160771 47.5959342, -122.3160931 47.5959289, -122.317675 47.595927, -122.3178772 47.5959368, -122.3191167 47.5959395, -122.3191488 47.5959454, -122.3191675 47.5959556)",,,,1,1,1,1,{},{},0.9977149031764149,0.9991327835078649,0.029991559518249864,1,1,1,1,0.9973680165795609,0.9982187447784309,,0.913907726
1148,1148,8034411655,8034411648,0,862387510,,,footway,,FALSE,TRUE,72.51599999999999,"LINESTRING (-122.316071 47.5959422, -122.3160701 47.596255, -122.3160642 47.596275, -122.3160433 47.5963097, -122.3160382 47.5963288, -122.3160379 47.5965909)",,,,0.9993730431571831,0.9974320127315449,0.9983458482498011,0.9971812299944182,"{'Narcotics': {'count': 1, 'last_at': '2024-11-18 14:05:00'}}","{'Narcotics': {'count': 1, 'last_at': '2025-04-08 22:53:00'}}",0.9954703814272508,0.9903580521662294,0.02758012,1,0.9958208909999556,0.9983458482498011,0.9971812299944182,0.9916136022937425,0.9885462047371297,,0.827810813
1149,1149,8034411665,11085006047,0,862387516,,,footway,,FALSE,FALSE,125.272,"LINESTRING (-122.3158387 47.5959406, -122.3158275 47.5959345, -122.3158127 47.5959323, -122.3142045 47.5959285, -122.314172 47.5959318)",,,,1,1,1,1,{},{},0.9966896254760872,0.9968550331273461,0.031930519190242035,1,1,1,1,0.9954316387270257,0.9955308833177811,,0.977713052
1150,1150,8034411665,8034411650,0,874913517,,,footway,,FALSE,TRUE,69.56700000000001,"LINESTRING (-122.3158387 47.5959406, -122.3158469 47.5959488, -122.3158496 47.5959583, -122.315848 47.5965501, -122.3158448 47.5965642)",,,,0.9993464659621126,0.997323154,0.998275727,0.99706174,"{'Narcotics': {'count': 1, 'last_at': '2024-11-18 14:05:00'}}","{'Narcotics': {'count': 1, 'last_at': '2025-04-08 22:53:00'}}",0.9971699217106894,0.9924183631176774,0.057498527,1,1,0.998275727,0.99706174,0.9941372669577604,0.9912863318019531,,0.949210154
1151,1151,8034411665,11085006018,0,"[1194194257, 862387515]",,,footway,,FALSE,TRUE,6.034000000000001,"LINESTRING (-122.3158387 47.5959406, -122.3158527 47.5959321, -122.3159143 47.5959334)",,,,1,1,1,1,{},{},0.9994571569695659,0.9980313729654607,0.33145508783559824,1,1,1,1,0.9986697061557502,0.9978142357532871,,0.989028517
1152,1152,8034434007,5276365719,0,545938859,,,footway,,FALSE,TRUE,76.758,"LINESTRING (-122.3117052 47.5974196, -122.3117081 47.5967293)",,,,0.9908794764770623,0.9998518,0.9908201965068407,0.9962035906652709,"{'Larceny': {'count': 2, 'last_at': '2025-06-05 08:00:00'}}","{'Larceny': {'count': 1, 'last_at': '2024-08-12 20:37:00'}}",0.9684483955445525,0.9479805099893163,0,0.9998518,0.9479805099893163,0.9908201965068407,0.9962035906652709,0.9476406,0.9353598682071372,,0.819695626
1153,1153,8034434007,8034434011,0,862387888,,,footway,,FALSE,FALSE,63.578,"LINESTRING (-122.3117052 47.5974196, -122.3125531 47.5974208)",,,,0.9785803726623704,0.8448779527676289,0.916531554,0.836310102,"{'Property Offenses': {'count': 2, 'last_at': '2024-08-22 12:52:00'}, 'Disorderly Conduct': {'count': 1, 'last_at': '2025-04-09 08:08:00'}, 'Larceny': {'count': 1, 'last_at': '2025-04-14 11:05:00'}}","{'Weapon Law Violation': {'count': 2, 'last_at': '2025-07-10 20:08:00'}, 'Larceny': {'count': 2, 'last_at': '2025-06-16 02:00:00'}, 'Motor Vehicle Theft': {'count': 2, 'last_at': '2025-06-16 02:00:00'}, 'Property Offenses': {'count': 2, 'last_at': '2025-04-05 23:30:00'}}",0.9322839338792709,0.8580069101284744,0.015728711,0.8475357210295046,0.8607059787060594,0.916531554,0.836310102,0.8754866979306607,0.8309204836801828,,0.81894953
1154,1154,8034434007,8038207761,0,"[862387888, 862844548]",,,footway,,FALSE,"[False, True]",2.637,"LINESTRING (-122.3117052 47.5974196, -122.3116937 47.5974271, -122.3116801 47.5974362)",,,,0.950507426,0.9956861851021336,0.9487818999607565,0.9758891554700948,"{'Larceny': {'count': 1, 'last_at': '2025-04-14 11:05:00'}}","{'Larceny': {'count': 1, 'last_at': '2024-08-12 20:37:00'}}",0.9607682170058061,0.9468143928076849,0,0.9956861851021336,0.9468143928076849,0.9487818999607565,0.9758891554700948,0.939493974,0.9311216796100072,,0.949272449
1155,1155,8034434011,8034434007,0,862387888,,,footway,,FALSE,TRUE,63.578,"LINESTRING (-122.3125531 47.5974208, -122.3117052 47.5974196)",,,,0.9785803726623704,0.8448779527676289,0.916531554,0.836310102,"{'Property Offenses': {'count': 2, 'last_at': '2024-08-22 12:52:00'}, 'Disorderly Conduct': {'count': 1, 'last_at': '2025-04-09 08:08:00'}, 'Larceny': {'count': 1, 'last_at': '2025-04-14 11:05:00'}}","{'Weapon Law Violation': {'count': 2, 'last_at': '2025-07-10 20:08:00'}, 'Larceny': {'count': 2, 'last_at': '2025-06-16 02:00:00'}, 'Motor Vehicle Theft': {'count': 2, 'last_at': '2025-06-16 02:00:00'}, 'Property Offenses': {'count': 2, 'last_at': '2025-04-05 23:30:00'}}",0.9322839338792709,0.8580069101284744,0.015728711,0.8475357210295046,0.8607059787060594,0.916531554,0.836310102,0.8754866979306607,0.8309204836801828,,0.81894953
1156,1156,8034434011,11083342528,0,862387889,,,footway,,FALSE,FALSE,0.99,"LINESTRING (-122.3125531 47.5974208, -122.312553 47.5974119)",,,,0.987301106,0,0.5873011062552049,0,"{'Property Offenses': {'count': 1, 'last_at': '2024-08-22 12:52:00'}}","{'Weapon Law Violation': {'count': 2, 'last_at': '2025-07-10 20:08:00'}, 'Motor Vehicle Theft': {'count': 2, 'last_at': '2025-06-16 02:00:00'}, 'Larceny': {'count': 1, 'last_at': '2025-06-16 02:00:00'}, 'Property Offenses': {'count': 1, 'last_at': '2025-04-05 23:30:00'}}",0.9050939137973963,0.7716789417778565,1,0,0.9260147301334277,0.5873011062552049,0,0.813765491,0.733716507,,0.198856004
1157,1157,8034434011,11083342530,0,"[862844545, 1193961826]",,,footway,,FALSE,"[False, True]",10.555,"LINESTRING (-122.3125531 47.5974208, -122.3125697 47.597442, -122.3126219 47.5975036)",,,,0.9988089147506066,0.3584896351928657,0.7422047688277529,0.35801320109310836,"{'Property Offenses': {'count': 1, 'last_at': '2024-08-22 12:52:00'}}","{'Weapon Law Violation': {'count': 2, 'last_at': '2025-07-10 20:08:00'}, 'Motor Vehicle Theft': {'count': 2, 'last_at': '2025-06-16 02:00:00'}, 'Larceny': {'count': 1, 'last_at': '2025-06-16 02:00:00'}, 'Property Offenses': {'count': 1, 'last_at': '2025-04-05 23:30:00'}}",0.8978456341967422,0.7672388866898112,0.094741829,0.3652824279013994,0.7817768096967238,0.7422047688277529,0.35801320109310836,0.8047411888726668,0.7263771403685081,,0.869768452
1158,1158,8034434012,5276365719,0,545938856,,,footway,,FALSE,TRUE,24.723,"LINESTRING (-122.3120378 47.596731, -122.3117081 47.5967293)",,,,1,0.9841183656711927,0.9936473462684771,0.9841183656711927,{},"{'Property Offenses': {'count': 1, 'last_at': '2025-04-24 19:23:00'}, 'DUI': {'count': 1, 'last_at': '2024-12-17 19:35:00'}}",0.9707488198754229,0.9313486725381164,0.040448166,0.9920795222110235,0.9388829416198468,0.9936473462684771,0.9841183656711927,0.9432882888906695,0.9196482004882855,,0.780187787
1159,1159,8034434012,11083342528,0,862387889,,,footway,,FALSE,TRUE,84.999,"LINESTRING (-122.3120378 47.596731, -122.312553 47.5974119)",,,,0.9620667499927089,0.016237631,0.5685618024666299,0.001064331,"{'Burglary': {'count': 2, 'last_at': '2025-07-29 09:50:00'}, 'Property Offenses': {'count': 1, 'last_at': '2024-08-22 12:52:00'}, 'Larceny': {'count': 1, 'last_at': '2025-03-07 16:00:00'}, 'Fraud/Bribery': {'count': 1, 'last_at': '2025-03-04 12:00:00'}}","{'Burglary': {'count': 10, 'last_at': '2025-07-22 19:20:00'}, 'Larceny': {'count': 6, 'last_at': '2025-07-26 01:00:00'}, 'Motor Vehicle Theft': {'count': 4, 'last_at': '2025-06-16 02:00:00'}, 'Weapon Law Violation': {'count': 2, 'last_at': '2025-07-10 20:08:00'}, 'Property Offenses': {'count': 2, 'last_at': '2025-04-24 19:23:00'}, 'Fraud/Bribery': {'count': 1, 'last_at': '2025-03-18 19:00:00'}, 'Disorderly Conduct': {'count': 1, 'last_at': '2025-01-14 05:00:00'}, 'Aggravated Assault': {'count': 1, 'last_at': '2025-01-14 19:41:00'}, 'DUI': {'count': 1, 'last_at': '2024-12-17 19:35:00'}}",0.9350434231677198,0.8414383974249449,0.035294532876857375,0.016352251,0.8473780324612978,0.5685618024666299,0.001064331,0.8716187821376977,0.8154557666920328,,0.894871918
1160,1160,8034434012,11085053679,0,"[1194201896, 862387889, 545928596]",,,footway,,FALSE,FALSE,10.161,"LINESTRING (-122.3120378 47.596731, -122.3120091 47.5966938, -122.3120063 47.5966805, -122.311977 47.5966504)",,,,1,0.9613579720981102,0.9845431888392441,0.9613579720981102,{},"{'Property Offenses': {'count': 1, 'last_at': '2025-04-24 19:23:00'}, 'DUI': {'count': 1, 'last_at': '2024-12-17 19:35:00'}}",0.9690260221411193,0.9219268270276533,0.09841551,0.9802804791761166,0.940073207,0.9845431888392441,0.9613579720981102,0.9377967529521807,0.909537236,,0.755133815
1161,1161,8038207756,8038207758,0,862844546,,,footway,,FALSE,FALSE,72.786,"LINESTRING (-122.3126756 47.5975718, -122.3117049 47.5975724)",,,,0.9812901235557413,0.8645021086618349,0.9270909670204752,0.8570181580841314,"{'Property Offenses': {'count': 2, 'last_at': '2024-08-22 12:52:00'}, 'Disorderly Conduct': {'count': 1, 'last_at': '2025-04-09 08:08:00'}, 'Larceny': {'count': 1, 'last_at': '2025-04-14 11:05:00'}}","{'Weapon Law Violation': {'count': 2, 'last_at': '2025-07-10 20:08:00'}, 'Larceny': {'count': 2, 'last_at': '2025-06-16 02:00:00'}, 'Motor Vehicle Theft': {'count': 2, 'last_at': '2025-06-16 02:00:00'}, 'Property Offenses': {'count': 2, 'last_at': '2025-04-05 23:30:00'}}",0.9173673569528284,0.8531843563760853,0.027477811667078834,0.8692530338873554,0.8578730841884453,0.9270909670204752,0.8570181580841314,0.8586410995032625,0.8201312991572166,,0.940852428
1162,1162,8038207756,11080212154,0,862844557,,,footway,,FALSE,TRUE,37.575,"LINESTRING (-122.3126756 47.5975718, -122.3129048 47.5978723)",,,,0,0,0,0,"{'Burglary': {'count': 4, 'last_at': '2024-12-07 11:00:00'}, 'Assault': {'count': 4, 'last_at': '2025-07-27 17:46:00'}, 'Property Offenses': {'count': 3, 'last_at': '2025-06-24 13:30:00'}, 'Larceny': {'count': 2, 'last_at': '2025-04-07 08:30:00'}, 'Aggravated Assault': {'count': 1, 'last_at': '2025-06-03 17:49:00'}, 'Fraud/Bribery': {'count': 1, 'last_at': '2025-02-26 16:22:00'}, 'Motor Vehicle Theft': {'count': 1, 'last_at': '2025-02-12 15:30:00'}, 'Weapon Law Violation': {'count': 1, 'last_at': '2025-06-05 15:05:00'}}","{'Burglary': {'count': 5, 'last_at': '2025-05-29 18:08:00'}, 'Property Offenses': {'count': 4, 'last_at': '2025-06-23 20:00:00'}, 'Aggravated Assault': {'count': 3, 'last_at': '2025-03-13 04:39:00'}, 'Weapon Law Violation': {'count': 3, 'last_at': '2025-07-10 20:08:00'}, 'Larceny': {'count': 3, 'last_at': '2025-06-16 02:00:00'}, 'Assault': {'count': 2, 'last_at': '2025-07-05 00:05:00'}, 'Motor Vehicle Theft': {'count': 2, 'last_at': '2025-06-16 02:00:00'}, 'Narcotics': {'count': 1, 'last_at': '2025-06-05 05:52:00'}, 'DUI': {'count': 1, 'last_at': '2025-01-03 01:53:00'}}",0.8235913681010927,0.7283661674181547,0.05322688,0,0.7361198990739701,0,0,0.7149378350683546,0.6578027146585919,,0.966123907
1163,1163,8038207756,11083342530,0,"[862844545, 862844557, 1193961822]",,,footway,,FALSE,"[False, True]",8.587,"LINESTRING (-122.3126756 47.5975718, -122.3126445 47.5975319, -122.312632 47.5975155, -122.3126219 47.5975036)",,,,0.9985359374860432,0.21146594846403843,0.6831223168716585,0.2108803234584557,"{'Property Offenses': {'count': 1, 'last_at': '2024-08-22 12:52:00'}}","{'Weapon Law Violation': {'count': 2, 'last_at': '2025-07-10 20:08:00'}, 'Motor Vehicle Theft': {'count': 2, 'last_at': '2025-06-16 02:00:00'}, 'Larceny': {'count': 1, 'last_at': '2025-06-16 02:00:00'}, 'Property Offenses': {'count': 1, 'last_at': '2025-04-05 23:30:00'}}",0.880798646,0.756889991,0.11645510655642251,0.21639120637632533,0.7745187316323355,0.6831223168716585,0.2108803234584557,0.7835546420237758,0.7092094490210237,,0.917953812
1164,1164,8038207758,8038207756,0,862844546,,,footway,,FALSE,TRUE,72.786,"LINESTRING (-122.3117049 47.5975724, -122.3126756 47.5975718)",,,,0.9812901235557413,0.8645021086618349,0.9270909670204752,0.8570181580841314,"{'Property Offenses': {'count': 2, 'last_at': '2024-08-22 12:52:00'}, 'Disorderly Conduct': {'count': 1, 'last_at': '2025-04-09 08:08:00'}, 'Larceny': {'count': 1, 'last_at': '2025-04-14 11:05:00'}}","{'Weapon Law Violation': {'count': 2, 'last_at': '2025-07-10 20:08:00'}, 'Larceny': {'count': 2, 'last_at': '2025-06-16 02:00:00'}, 'Motor Vehicle Theft': {'count': 2, 'last_at': '2025-06-16 02:00:00'}, 'Property Offenses': {'count': 2, 'last_at': '2025-04-05 23:30:00'}}",0.9173673569528284,0.8531843563760853,0.027477811667078834,0.8692530338873554,0.8578730841884453,0.9270909670204752,0.8570181580841314,0.8586410995032625,0.8201312991572166,,0.940852428
1165,1165,8038207758,11082266294,0,1193886300,,,footway,,FALSE,FALSE,37.851,"LINESTRING (-122.3117049 47.5975724, -122.3117035 47.5979128)",,,,0.9965519558836169,0.9996994655389376,0.9964317420991919,0.9983202478923844,"{'Larceny': {'count': 1, 'last_at': '2025-04-14 11:05:00'}}","{'Larceny': {'count': 1, 'last_at': '2024-08-12 20:37:00'}}",0.9690035226125872,0.9641135970865514,0.026419381258090936,1,0.9692078540260591,0.9964317420991919,0.9983202478923844,0.9546489614472077,0.9517150061315863,,0.872862338
1166,1166,8038207758,8038207759,0,"[862844546, 862844547]",,,footway,,FALSE,"[False, True]",2.6630000000000003,"LINESTRING (-122.3117049 47.5975724, -122.3116892 47.5975642, -122.3116771 47.5975575)",,,,0.9509906429405874,0.9957283027090973,0.9492819640242264,0.9761245598853323,"{'Larceny': {'count': 1, 'last_at': '2025-04-14 11:05:00'}}","{'Larceny': {'count': 1, 'last_at': '2024-08-12 20:37:00'}}",0.9655062458703055,0.9569872858935481,0,0.9957283027090973,0.9569872858935481,0.9492819640242264,0.9761245598853323,0.9483011602277248,0.9431897842416703,,0.819465282
1167,1167,8038207759,11083487344,0,862844549,,,footway,,FALSE,TRUE,6.172,"LINESTRING (-122.3116771 47.5975575, -122.3116785 47.597502)",,,,0.9788541934787401,0.9981569134987567,0.9781169588782428,0.9896985908902527,"{'Larceny': {'count': 1, 'last_at': '2025-04-14 11:05:00'}}","{'Larceny': {'count': 1, 'last_at': '2024-08-12 20:37:00'}}",0.9648861230212893,0.9561676368514166,0,0.9981569134987567,0.9561676368514166,0.9781169588782428,0.9896985908902527,0.9473531777618559,0.9421220860599323,,0.834808793
1168,1168,8038207759,11083487342,0,862844555,,,footway,,FALSE,FALSE,5.648,"LINESTRING (-122.3116771 47.5975575, -122.3116019 47.5975546)",,,,0.976892366,0.9979859189295903,0.9760867333917341,0.9887428652575495,"{'Larceny': {'count': 1, 'last_at': '2025-04-14 11:05:00'}}","{'Larceny': {'count': 1, 'last_at': '2024-08-12 20:37:00'}}",0.9675696438386499,0.962436298,0,0.9979859189295903,0.962436298,0.9760867333917341,0.9887428652575495,0.9525441631828658,0.949464156,,0.824426003
1169,1169,8038207759,8038207758,0,"[862844546, 862844547]",,,footway,,FALSE,"[False, True]",2.6630000000000003,"LINESTRING (-122.3116771 47.5975575, -122.3116892 47.5975642, -122.3117049 47.5975724)",,,,0.9509906429405874,0.9957283027090973,0.9492819640242264,0.9761245598853323,"{'Larceny': {'count': 1, 'last_at': '2025-04-14 11:05:00'}}","{'Larceny': {'count': 1, 'last_at': '2024-08-12 20:37:00'}}",0.9655062458703055,0.9569872858935481,0,0.9957283027090973,0.9569872858935481,0.9492819640242264,0.9761245598853323,0.9483011602277248,0.9431897842416703,,0.819465282
1170,1170,8038207761,11083487344,0,862844549,,,footway,,FALSE,FALSE,7.318,"LINESTRING (-122.3116801 47.5974362, -122.3116785 47.597502)",,,,0.9821656302474425,0.9984455411470793,0.9815438467062743,0.9913117932460563,"{'Larceny': {'count': 1, 'last_at': '2025-04-14 11:05:00'}}","{'Larceny': {'count': 1, 'last_at': '2024-08-12 20:37:00'}}",0.9627655307361426,0.951751003,0,0.9984455411470793,0.951751003,0.9815438467062743,0.9913117932460563,0.9434659319608834,0.9368572153563091,,0.862873433
1171,1171,8038207761,11083487341,0,862844550,,,footway,,FALSE,FALSE,5.96,"LINESTRING (-122.3116801 47.5974362, -122.3116018 47.597427)",,,,0.9781020272065074,0.9980913540460279,0.9773385688249185,0.9893321649286309,"{'Larceny': {'count': 1, 'last_at': '2025-04-14 11:05:00'}}","{'Larceny': {'count': 1, 'last_at': '2024-08-12 20:37:00'}}",0.9633729770335765,0.9543793972548033,0,0.9980913540460279,0.9543793972548033,0.9773385688249185,0.9893321649286309,0.9451247359354978,0.9397285880682339,,0.798906941
