,OBJECTID,SUBTYPECD,HEIGHT,ASSET_ID,HasStreetlight,Field,geometry
82103,82104,1,0,1314466,Yes,,POINT (-122.324090398009 47.6116599698538)
82158,82159,1,55,1371922,Yes,,POINT (-122.336093674082 47.5987725293905)
82159,82160,1,70,1371925,Yes,,POINT (-122.334431377856 47.5982088788762)
82160,82161,1,25,1365244,Yes,,POINT (-122.334553891325 47.596382054038)
82280,82281,1,50,1308535,Yes,,POINT (-122.323001448612 47.6111413281101)
82281,82282,1,50,1308536,Yes,,POINT (-122.322533658175 47.6113381086132)
82283,82284,1,33,1308539,Yes,,POINT (-122.32123235173 47.6108842034395)
82320,82321,1,35,1308912,Yes,,POINT (-122.319764591852 47.6114984290424)
82370,82371,1,40,1314412,Yes,,POINT (-122.319799284082 47.6151683486611)
82394,82395,1,14,1301604,Yes,,POINT (-122.319974465995 47.6240219283264)
82396,82397,1,999,1301291,Yes,,POINT (-122.320731829542 47.6230699691546)
82398,82399,1,35,1311487,Yes,,POINT (-122.322592496192 47.6103137763109)
82429,82430,1,80,1311481,Yes,,POINT (-122.323439399036 47.6089782473207)
82430,82431,1,40,1311477,Yes,,POINT (-122.323002442706 47.6078606954622)
82431,82432,1,60,1311402,Yes,,POINT (-122.323112863739 47.6072993222001)
82512,82513,1,40,1321898,Yes,,POINT (-122.355544008339 47.6196402561061)
82513,82514,1,35,1321896,Yes,,POINT (-122.355547156434 47.6187810338512)
82514,82515,1,35,1321685,Yes,,POINT (-122.354917235309 47.6233350774293)
82548,82549,1,55,1308046,Yes,,POINT (-122.320613142398 47.603805357673)
82549,82550,1,40,1308010,Yes,,POINT (-122.320117279567 47.6040548073986)
82552,82553,1,45,1308033,Yes,,POINT (-122.320614639169 47.6062818387144)
82553,82554,1,50,1315121,Yes,,POINT (-122.324960125767 47.6141630694765)
82581,82582,1,35,1321555,Yes,,POINT (-122.354816076721 47.6190174050817)
82593,82594,1,40,1311485,Yes,,POINT (-122.32292926743 47.610393844889)
82714,82715,1,35,2494902,Yes,,POINT (-122.329903922957 47.6190076632461)
82715,82716,1,30,1302766,Yes,,POINT (-122.331531605764 47.6184392570922)
82716,82717,1,35,1302738,Yes,,POINT (-122.329100620878 47.6185219737276)
82722,82723,1,35,1308431,Yes,,POINT (-122.318817453981 47.6061448115)
82747,82748,1,65,1302505,Yes,,POINT (-122.3264910775 47.6219407495104)
82748,82749,1,65,1302503,Yes,,POINT (-122.327181698811 47.6219368303057)
82749,82750,1,60,1301112,Yes,,POINT (-122.326670352856 47.620785232409)
82750,82751,1,35,1302716,Yes,,POINT (-122.327793063506 47.6186088459288)
82751,82752,1,55,1302718,Yes,,POINT (-122.326818469084 47.6188036447931)
82809,82810,1,0,1313393,Yes,,POINT (-122.328706785168 47.603045258657)
82810,82811,1,0,1313396,Yes,,POINT (-122.328237673193 47.6031756901607)
82833,82834,1,0,1313354,Yes,,POINT (-122.330853830233 47.6019332782014)
82838,82839,1,0,1313377,Yes,,POINT (-122.330751089527 47.6019255862666)
82840,82841,1,0,1318769,Yes,,POINT (-122.327859369973 47.6023803354073)
82841,82842,1,0,1319322,Yes,,POINT (-122.327016602824 47.6025550394292)
82976,82977,1,0,1316235,Yes,,POINT (-122.32326970505 47.5992787238273)
83012,83013,1,0,2495291,Yes,,POINT (-122.331841071428 47.6024291899908)
83095,83096,1,0,1312470,Yes,,POINT (-122.329144883796 47.5993266818666)
83096,83097,1,0,1316109,Yes,,POINT (-122.328176394394 47.5991151128489)
83097,83098,1,0,1310954,Yes,,POINT (-122.329198868276 47.5968883326802)
83098,83099,1,0,1313400,Yes,,POINT (-122.326564850792 47.6022579390304)
83099,83100,1,0,1313487,Yes,,POINT (-122.323993812878 47.6001022596634)
83100,83101,1,0,1313094,Yes,,POINT (-122.32625008573 47.6006323228227)
83101,83102,1,0,1316233,Yes,,POINT (-122.323662484429 47.5993336301284)
83145,83146,1,0,1313353,Yes,,POINT (-122.3311423414 47.6023043030665)
83146,83147,1,0,1313355,Yes,,POINT (-122.330876902943 47.6017781490452)
83147,83148,1,0,1313378,Yes,,POINT (-122.330558050464 47.6020075716586)
83148,83149,1,0,1319121,Yes,,POINT (-122.329264005454 47.6017816061366)
83149,83150,1,0,1313281,Yes,,POINT (-122.330049477383 47.6032498969976)
83155,83156,1,0,1313077,Yes,,POINT (-122.329768776327 47.602805264983)
83238,83239,1,999,1365022,Yes,,POINT (-122.328255885904 47.6078117997124)
83239,83240,1,999,1384527,Yes,,POINT (-122.327623752121 47.6071552949749)
83240,83241,1,999,1365027,Yes,,POINT (-122.328660918358 47.606946496648)
83241,83242,1,33,1311037,Yes,,POINT (-122.324105921802 47.6049978352291)
83242,83243,1,999,1311354,Yes,,POINT (-122.331725372089 47.606318164175)
83243,83244,1,999,1311779,Yes,,POINT (-122.33236290738 47.6056715602553)
83244,83245,1,0,1311144,Yes,,POINT (-122.33173358829 47.6084751202919)
83245,83246,1,0,1311326,Yes,,POINT (-122.329767406022 47.6075718475965)
83246,83247,1,0,1311312,Yes,,POINT (-122.326225999042 47.6069546884305)
83247,83248,1,0,1311270,Yes,,POINT (-122.327117515713 47.6084234290658)
83248,83249,1,0,1311040,Yes,,POINT (-122.324514438908 47.6055769555747)
83249,83250,1,0,1311064,Yes,,POINT (-122.333509761762 47.6032334363237)
83250,83251,1,0,1314059,Yes,,POINT (-122.334339475317 47.6041227013897)
83423,83424,1,0,1311192,Yes,,POINT (-122.33023377684 47.6062935768473)
83486,83487,1,12,1352223,Yes,,POINT (-122.339848896724 47.6076002276015)
83487,83488,1,35,1367787,Yes,,POINT (-122.336879832217 47.6072490159525)
83488,83489,1,25,2494627,Yes,,POINT (-122.343612196298 47.6097489618034)
83507,83508,1,40,1353506,Yes,,POINT (-122.337012508746 47.6148865728262)
83551,83552,1,0,1311060,Yes,,POINT (-122.333478508454 47.6035152434505)
83552,83553,1,0,1311051,Yes,,POINT (-122.332574817041 47.6038844280115)
83553,83554,1,0,1311067,Yes,,POINT (-122.332058352188 47.6033463561143)
83554,83555,1,0,1311851,Yes,,POINT (-122.332134585138 47.6043657569996)
83555,83556,1,0,1314349,Yes,,POINT (-122.331823727215 47.6036426886864)
83556,83557,1,0,1311785,Yes,,POINT (-122.333812886339 47.6046507660996)
83576,83577,1,0,1311198,Yes,,POINT (-122.332225681662 47.6072858048898)
83577,83578,1,0,1311110,Yes,,POINT (-122.332342283472 47.608698031133)
83578,83579,1,0,1311107,Yes,,POINT (-122.33353308206 47.6087135092213)
83579,83580,1,0,1314141,Yes,,POINT (-122.333644566032 47.6088183926237)
83580,83581,1,0,1311365,Yes,,POINT (-122.334052364193 47.6091375746152)
83581,83582,1,0,1311362,Yes,,POINT (-122.334446707072 47.6095541178076)
83590,83591,1,0,1313275,Yes,,POINT (-122.33249278861 47.6016544947113)
83591,83592,1,0,1313195,Yes,,POINT (-122.331685942452 47.6010097669737)
83592,83593,1,0,1313186,Yes,,POINT (-122.331622857327 47.6014879587266)
83594,83595,1,0,1319115,Yes,,POINT (-122.329100948612 47.6016072414661)
83595,83596,1,0,1319105,Yes,,POINT (-122.329609106586 47.601507212553)
83596,83597,1,0,1319219,Yes,,POINT (-122.329861178197 47.6014403960361)
83597,83598,1,0,1319011,Yes,,POINT (-122.327753798771 47.6014815256313)
83626,83627,1,15,1353629,Yes,,POINT (-122.336737331817 47.6175068645702)
83627,83628,1,28,1353530,Yes,,POINT (-122.338245140692 47.6165699013845)
83640,83641,1,25,2494628,Yes,,POINT (-122.341849103557 47.6078162279639)
83641,83642,1,27,1367653,Yes,,POINT (-122.337322120223 47.6040749740034)
83662,83663,1,0,1353656,Yes,,POINT (-122.342676227769 47.6164404828955)
83663,83664,1,0,1353633,Yes,,POINT (-122.336950998255 47.6173210665951)
83664,83665,1,0,1352077,Yes,,POINT (-122.335003536171 47.613590257705)
83665,83666,1,0,1353504,Yes,,POINT (-122.335895389252 47.6163639380871)
83666,83667,1,0,1353931,Yes,,POINT (-122.337807477295 47.615777283732)
83667,83668,1,0,1353638,Yes,,POINT (-122.339052568921 47.6149367049426)
83668,83669,1,0,1353813,Yes,,POINT (-122.337281609535 47.6132508081739)
83670,83671,1,0,1353706,Yes,,POINT (-122.339045191088 47.6125943908464)
83745,83746,1,0,1311106,Yes,,POINT (-122.33324335121 47.6082475068336)
83746,83747,1,0,1314340,Yes,,POINT (-122.334427433191 47.6075709507687)
83747,83748,1,0,1311370,Yes,,POINT (-122.334157811163 47.6090073218421)
83763,83764,1,0,1316362,Yes,,POINT (-122.328466133613 47.5992944715607)
83764,83765,1,0,1316122,Yes,,POINT (-122.33016140991 47.5991219232377)
83765,83766,1,0,1313151,Yes,,POINT (-122.331704496532 47.5986341035149)
83766,83767,1,0,1313154,Yes,,POINT (-122.331853029998 47.5991263517097)
83767,83768,1,0,1316108,Yes,,POINT (-122.327908417897 47.5991147938602)
83768,83769,1,0,1313328,Yes,,POINT (-122.328884561122 47.5981252676738)
83769,83770,1,0,1312453,Yes,,POINT (-122.327783275428 47.5981161476116)
83781,83782,1,0,1319414,Yes,,POINT (-122.328866789123 47.6003429577094)
83782,83783,1,0,1313084,Yes,,POINT (-122.326451056988 47.6003039295292)
83783,83784,1,0,1313480,Yes,,POINT (-122.325544658327 47.6000942722898)
83784,83785,1,0,1313484,Yes,,POINT (-122.32468297099 47.6001037167664)
83785,83786,1,0,1313255,Yes,,POINT (-122.332762503562 47.5995273571229)
83888,83889,1,0,1311996,Yes,,POINT (-122.333106031571 47.6104361410229)
83895,83896,1,0,1311357,Yes,,POINT (-122.33004618866 47.6097438942336)
83916,83917,1,0,1313129,Yes,,POINT (-122.327771435999 47.5971001206434)
83917,83918,1,0,1313334,Yes,,POINT (-122.327778972908 47.5964845387097)
83922,83923,1,0,1316236,Yes,,POINT (-122.323124982247 47.5992757801339)
83926,83927,1,0,1318764,Yes,,POINT (-122.327904100099 47.6021640072025)
83927,83928,1,0,1313272,Yes,,POINT (-122.333002646829 47.6013698431691)
83937,83938,1,0,1313156,Yes,,POINT (-122.331785769311 47.5992627949537)
83938,83939,1,0,1316103,Yes,,POINT (-122.329956208475 47.5993450793794)
83939,83940,1,0,1316214,Yes,,POINT (-122.329137886792 47.5998604102657)
83940,83941,1,0,1316211,Yes,,POINT (-122.328285086387 47.5999637047668)
83988,83989,1,35,1321957,Yes,,POINT (-122.354446447211 47.6208586464065)
83990,83991,1,35,1374200,Yes,,POINT (-122.355333765721 47.6182153092315)
83991,83992,1,35,1374381,Yes,,POINT (-122.3484199204 47.6178859150969)
83999,84000,1,0,1313444,Yes,,POINT (-122.325620208705 47.5974450203345)
84000,84001,1,0,1316477,Yes,,POINT (-122.324827732078 47.59744588031)
84001,84002,1,0,1313435,Yes,,POINT (-122.324966235517 47.5972109116777)
84002,84003,1,0,1313473,Yes,,POINT (-122.322677452283 47.5974378222602)
84003,84004,1,0,1313257,Yes,,POINT (-122.333003658878 47.5997096123978)
84004,84005,1,0,1316055,Yes,,POINT (-122.326572694758 47.5992821756017)
84020,84021,1,0,1312462,Yes,,POINT (-122.327378954717 47.5982929983212)
84021,84022,1,0,1313427,Yes,,POINT (-122.326615032599 47.5975825443466)
84022,84023,1,0,1313432,Yes,,POINT (-122.325558772865 47.5975907806666)
84023,84024,1,0,1316484,Yes,,POINT (-122.323850529977 47.5977336800784)
84024,84025,1,0,1317714,Yes,,POINT (-122.32321765507 47.597586158859)
84025,84026,1,0,1313428,Yes,,POINT (-122.326548916947 47.5974424780238)
84089,84090,1,12,1406214,Yes,,POINT (-122.357921544577 47.6235010503656)
84133,84134,1,40,1352201,Yes,,POINT (-122.342590447867 47.6079459963451)
84134,84135,1,35,1352378,Yes,,POINT (-122.343515889026 47.6084878908571)
84140,84141,1,25,2494609,Yes,,POINT (-122.33956311078 47.6054353733212)
84141,84142,1,25,2494617,Yes,,POINT (-122.342450759861 47.608664230538)
84142,84143,1,35,1352225,Yes,,POINT (-122.340538239308 47.6078565242124)
84143,84144,1,31,1367678,Yes,,POINT (-122.338295640269 47.6054124984192)
84144,84145,1,40,1367958,Yes,,POINT (-122.337883636371 47.6063437872961)
84249,84250,1,31,1360868,Yes,,POINT (-122.345993629996 47.617988766026)
84539,84540,1,0,1311219,Yes,,POINT (-122.327524798359 47.6102328768516)
84541,84542,1,0,1311387,Yes,,POINT (-122.324191908663 47.6098238871935)
84544,84545,1,0,1308065,Yes,,POINT (-122.333396346273 47.6081665063179)
84545,84546,1,0,1311100,Yes,,POINT (-122.332913433783 47.6076381545219)
84546,84547,1,0,2494759,Yes,,POINT (-122.332334486094 47.6046514868733)
84547,84548,1,0,1314066,Yes,,POINT (-122.334546524715 47.6054708699326)
84548,84549,1,0,1311676,Yes,,POINT (-122.334373588015 47.605844284458)
84549,84550,1,0,1311132,Yes,,POINT (-122.332700846993 47.6076684299309)
84591,84592,1,27,1374081,Yes,,POINT (-122.352699364105 47.6183101853206)
84592,84593,1,27,1374079,Yes,,POINT (-122.351095516872 47.6183165657517)
84593,84594,1,30,1360653,Yes,,POINT (-122.349020490063 47.6197550561107)
84594,84595,1,30,1374181,Yes,,POINT (-122.353759294207 47.6178575773333)
84595,84596,1,35,1360651,Yes,,POINT (-122.348543941046 47.6198456618403)
84674,84675,1,0,1314062,Yes,,POINT (-122.333745332583 47.6051588702998)
84675,84676,1,0,1314067,Yes,,POINT (-122.334252776586 47.6055860972516)
84676,84677,1,0,1311865,Yes,,POINT (-122.333387506801 47.6050968820598)
84678,84679,1,0,1311680,Yes,,POINT (-122.333268830578 47.6060183445695)
84679,84680,1,0,1311082,Yes,,POINT (-122.329402978123 47.6035407544999)
84680,84681,1,0,1314128,Yes,,POINT (-122.333110959599 47.6070665904054)
84681,84682,1,0,1311156,Yes,,POINT (-122.32999575364 47.6052617326176)
84682,84683,1,0,1365028,Yes,,POINT (-122.328746235541 47.606710947434)
84683,84684,1,0,1311237,Yes,,POINT (-122.328210384128 47.6075672528206)
84684,84685,1,0,1311206,Yes,,POINT (-122.32911094213 47.6085425112421)
84685,84686,1,0,1311055,Yes,,POINT (-122.329830734329 47.6095185683491)
84686,84687,1,0,1311222,Yes,,POINT (-122.328887974429 47.6098225612277)
84687,84688,1,0,1311178,Yes,,POINT (-122.327993188693 47.6089912618736)
84688,84689,1,0,1311028,Yes,,POINT (-122.328330092912 47.6080864386159)
84753,84754,1,35,1360659,Yes,,POINT (-122.348679289101 47.6196701812799)
84782,84783,1,31,1360798,Yes,,POINT (-122.347688045521 47.623366478994)
84784,84785,1,35,1360677,Yes,,POINT (-122.346428332902 47.6207681644534)
84785,84786,1,40,1360959,Yes,,POINT (-122.345114027858 47.6196520022852)
84816,84817,1,35,1314407,Yes,,POINT (-122.320973990791 47.6153240596956)
84818,84819,1,30,1360663,Yes,,POINT (-122.349218296496 47.619593593372)
84819,84820,1,30,1360881,Yes,,POINT (-122.348238581286 47.6203690381798)
84821,84822,1,29,1360597,Yes,,POINT (-122.349000884445 47.6235137924976)
84873,84874,1,0,1311994,Yes,,POINT (-122.333952346485 47.6104646401206)
84874,84875,1,0,1311995,Yes,,POINT (-122.333620720533 47.6103424889728)
84875,84876,1,0,1311998,Yes,,POINT (-122.33336321112 47.610063498533)
84876,84877,1,0,1311139,Yes,,POINT (-122.331354502621 47.6086344353396)
84878,84879,1,0,1311170,Yes,,POINT (-122.327467804778 47.6053377445298)
84887,84888,1,0,1371627,Yes,,POINT (-122.334069078331 47.6005806028824)
84888,84889,1,0,1371510,Yes,,POINT (-122.33407217774 47.598400380424)
84890,84891,1,0,1371608,Yes,,POINT (-122.334601209404 47.6030612679831)
84891,84892,1,0,1371823,Yes,,POINT (-122.33358518195 47.6027708407199)
84893,84894,1,0,1371806,Yes,,POINT (-122.334002411876 47.6017927846061)
84939,84940,1,19,1360674,Yes,,POINT (-122.347749087185 47.6194620525874)
84940,84941,1,19,1360554,Yes,,POINT (-122.347759068605 47.6201563374952)
84963,84964,1,33,1374197,Yes,,POINT (-122.355083550686 47.6183240175819)
85007,85008,1,0,1311160,Yes,,POINT (-122.327378365141 47.606477539464)
85028,85029,1,0,1311203,Yes,,POINT (-122.327276882386 47.6073808242806)
85029,85030,1,0,1311325,Yes,,POINT (-122.326374463967 47.6074476549996)
85030,85031,1,0,1311272,Yes,,POINT (-122.326209883926 47.6087211788229)
85031,85032,1,0,1311280,Yes,,POINT (-122.327423738404 47.6094274260468)
85032,85033,1,0,1314444,Yes,,POINT (-122.325991124501 47.609887182786)
85033,85034,1,0,1311253,Yes,,POINT (-122.32611781174 47.6090158751176)
85034,85035,1,0,1311261,Yes,,POINT (-122.324845618365 47.6088845242909)
85035,85036,1,0,1308115,Yes,,POINT (-122.324174329096 47.6081550501346)
85036,85037,1,0,1308113,Yes,,POINT (-122.324173177969 47.6084143908082)
85070,85071,1,30,1367589,Yes,,POINT (-122.338371858433 47.6047235373464)
85071,85072,1,31,1367587,Yes,,POINT (-122.337826582328 47.6049476319238)
85072,85073,1,35,1367897,Yes,,POINT (-122.339480122247 47.6063658324448)
85076,85077,1,0,1319113,Yes,,POINT (-122.328873291586 47.6014018335547)
85077,85078,1,0,1319301,Yes,,POINT (-122.325616111633 47.6009318925706)
85078,85079,1,0,1313268,Yes,,POINT (-122.332546931275 47.6008168849719)
85079,85080,1,0,1313057,Yes,,POINT (-122.331702862632 47.6001265971849)
85080,85081,1,0,1313159,Yes,,POINT (-122.332276747714 47.6001067003745)
85081,85082,1,0,1313367,Yes,,POINT (-122.330696771005 47.6001590345894)
85082,85083,1,0,1319104,Yes,,POINT (-122.330188765926 47.6007669524005)
85086,85087,1,0,1352442,Yes,,POINT (-122.340537920995 47.6087632005701)
85087,85088,1,0,1367996,Yes,,POINT (-122.337366619868 47.6072419653948)
85088,85089,1,0,1352380,Yes,,POINT (-122.343302982462 47.610437540683)
85089,85090,1,0,1352385,Yes,,POINT (-122.343046821179 47.6101009601642)
85090,85091,1,0,1352390,Yes,,POINT (-122.343231696075 47.6101148934383)
85091,85092,1,0,1352432,Yes,,POINT (-122.341519341412 47.609345700272)
85109,85110,1,30,1405099,Yes,,POINT (-122.343161541011 47.6090187305282)
85249,85250,1,0,1367781,Yes,,POINT (-122.33768955279 47.606425964544)
85250,85251,1,0,1352354,Yes,,POINT (-122.339471339539 47.6097422574076)
85251,85252,1,0,1367982,Yes,,POINT (-122.337243990028 47.6076359206921)
85279,85280,1,0,1316065,Yes,,POINT (-122.326255035818 47.5994438862122)
85280,85281,1,0,1316061,Yes,,POINT (-122.326436723423 47.5998640915781)
85281,85282,1,0,1316158,Yes,,POINT (-122.326684695892 47.5991007470338)
85387,85388,1,35,1314015,Yes,,POINT (-122.318248645902 47.612309501325)
85402,85403,1,0,1314129,Yes,,POINT (-122.333881828483 47.6073225970736)
85406,85407,1,0,1311080,Yes,,POINT (-122.329055069695 47.603416028375)
85521,85522,1,0,1311197,Yes,,POINT (-122.332366880297 47.6073649645541)
85522,85523,1,0,1311330,Yes,,POINT (-122.33094121193 47.6073978297211)
85523,85524,1,0,1311079,Yes,,POINT (-122.328720757329 47.6033255693126)
85524,85525,1,0,1311284,Yes,,POINT (-122.32949706417 47.6041697239354)
85525,85526,1,0,1311152,Yes,,POINT (-122.328952759436 47.6049917223246)
85526,85527,1,0,1311123,Yes,,POINT (-122.330451577347 47.6060575982799)
85527,85528,1,0,1311136,Yes,,POINT (-122.329907393265 47.6054426422348)
85528,85529,1,0,1311011,Yes,,POINT (-122.330969590002 47.6057627274187)
85529,85530,1,0,1311791,Yes,,POINT (-122.332993055643 47.6046734457993)
85530,85531,1,0,1314065,Yes,,POINT (-122.334550210689 47.6053345021162)
85551,85552,1,0,1311691,Yes,,POINT (-122.332920791024 47.6051777003159)
85582,85583,1,0,1311003,Yes,,POINT (-122.332039141674 47.6053967288781)
85583,85584,1,0,2494769,Yes,,POINT (-122.328190797525 47.6051810720559)
85584,85585,1,0,2494776,Yes,,POINT (-122.32807602725 47.6050761577722)
85586,85587,1,0,1311072,Yes,,POINT (-122.333089231525 47.6078494416536)
85587,85588,1,0,2494745,Yes,,POINT (-122.330814407639 47.6102474987837)
85588,85589,1,0,2494780,Yes,,POINT (-122.330706262689 47.6100478130938)
85589,85590,1,0,1314052,Yes,,POINT (-122.33230558232 47.6091620848431)
85590,85591,1,0,1311120,Yes,,POINT (-122.330631265974 47.6054061376202)
85591,85592,1,0,2494785,Yes,,POINT (-122.330654759255 47.6098482199422)
85592,85593,1,0,1311216,Yes,,POINT (-122.327845219552 47.6102686670575)
85593,85594,1,0,2817636,Yes,,POINT (-122.334397098215 47.6096915163499)
85655,85656,1,0,1308063,Yes,,POINT (-122.333686122663 47.6071037911314)
85656,85657,1,0,1311010,Yes,,POINT (-122.331171898473 47.6049150328789)
85657,85658,1,0,1311432,Yes,,POINT (-122.33042098178 47.6035396729628)
85658,85659,1,0,1311025,Yes,,POINT (-122.329923723967 47.6042941467843)
85713,85714,1,0,2494921,Yes,,POINT (-122.329072049656 47.6222455126321)
85720,85721,1,0,1316372,Yes,,POINT (-122.32735957947 47.5993007791845)
85734,85735,1,0,1314127,Yes,,POINT (-122.33253380006 47.6071463033214)
85735,85736,1,0,1311349,Yes,,POINT (-122.333024612442 47.6063852514364)
85736,85737,1,0,1311095,Yes,,POINT (-122.332204635154 47.6068606654316)
85757,85758,1,0,1313426,Yes,,POINT (-122.326879377614 47.5975837360221)
85758,85759,1,0,1313468,Yes,,POINT (-122.333043941807 47.6027026656546)
85761,85762,1,0,1313371,Yes,,POINT (-122.331612520774 47.6028101823818)
85762,85763,1,0,1313276,Yes,,POINT (-122.331259812884 47.6029013178585)
85763,85764,1,0,1313283,Yes,,POINT (-122.331159140961 47.6028018838006)
85764,85765,1,0,1313475,Yes,,POINT (-122.332783300072 47.6017845765164)
85765,85766,1,0,1313163,Yes,,POINT (-122.332395335017 47.6019693408809)
85904,85905,1,45,1302673,Yes,,POINT (-122.324685715184 47.6185440553004)
85906,85907,1,35,1302867,Yes,,POINT (-122.329279260231 47.6237853666321)
85907,85908,1,50,1302762,Yes,,POINT (-122.33033707473 47.6195812538981)
85908,85909,1,34,1302921,Yes,,POINT (-122.329763727834 47.6207503644826)
85942,85943,1,0,1314489,Yes,,POINT (-122.332436025785 47.6138256990562)
85943,85944,1,0,1314096,Yes,,POINT (-122.332098325611 47.6137145426025)
85944,85945,1,0,1314047,Yes,,POINT (-122.334108463613 47.6108853131008)
85945,85946,1,0,1314048,Yes,,POINT (-122.334209284857 47.6111449652248)
85946,85947,1,0,1314282,Yes,,POINT (-122.33373792864 47.6113319917979)
85947,85948,1,0,1314298,Yes,,POINT (-122.333023383107 47.6113499862076)
85948,85949,1,0,1314293,Yes,,POINT (-122.33230470021 47.6119291341129)
85949,85950,1,0,1315125,Yes,,POINT (-122.333290588009 47.611717951949)
85950,85951,1,0,1314029,Yes,,POINT (-122.333875244435 47.6114801888714)
85951,85952,1,0,1315107,Yes,,POINT (-122.333861578 47.6122958222426)
85955,85956,1,0,1314221,Yes,,POINT (-122.329784936543 47.6130011773949)
85956,85957,1,0,1314299,Yes,,POINT (-122.332811673439 47.6111395104798)
85957,85958,1,0,1314483,Yes,,POINT (-122.333736172636 47.6141207950845)
85984,85985,1,0,1315101,Yes,,POINT (-122.332032606987 47.6133920030004)
85985,85986,1,0,1314100,Yes,,POINT (-122.332712850326 47.6133196247926)
85986,85987,1,0,1315314,Yes,,POINT (-122.332839677867 47.6128406940812)
85987,85988,1,0,1314182,Yes,,POINT (-122.331655895784 47.6132368424157)
85996,85997,1,35,1406234,Yes,,POINT (-122.3568581477 47.6221759668841)
85998,85999,1,50,1406095,Yes,,POINT (-122.35612606287 47.6209965477919)
85999,86000,1,40,1406036,Yes,,POINT (-122.356646213099 47.6201064417961)
86000,86001,1,50,1406089,Yes,,POINT (-122.356134434225 47.6190302382314)
86001,86002,1,33,1406057,Yes,,POINT (-122.356218564519 47.6185044904738)
86002,86003,1,65,1406178,Yes,,POINT (-122.358109269824 47.6232223059877)
86003,86004,1,35,1406237,Yes,,POINT (-122.356828068409 47.6234141771005)
86015,86016,1,0,1367681,Yes,,POINT (-122.337197802943 47.6058972237278)
86016,86017,1,0,1367683,Yes,,POINT (-122.336422656909 47.6063909730227)
86017,86018,1,0,1353801,Yes,,POINT (-122.336161129268 47.614173716052)
86018,86019,1,0,1353836,Yes,,POINT (-122.34025566721 47.6165464660389)
86019,86020,1,0,1353984,Yes,,POINT (-122.342893980359 47.6136878062414)
86020,86021,1,33,1321558,Yes,,POINT (-122.352943809202 47.6193927925502)
86021,86022,1,12,1360810,Yes,,POINT (-122.347382243593 47.6227406818734)
86024,86025,1,14,2857872,Yes,,POINT (-122.355554609813 47.6211029711432)
86107,86108,1,0,1371621,Yes,,POINT (-122.336964734712 47.6020008095833)
86141,86142,1,65,1406116,Yes,,POINT (-122.358937339159 47.619088910047)
86143,86144,1,55,1406243,Yes,,POINT (-122.357876789169 47.6220532498093)
86197,86198,1,0,1352327,Yes,,POINT (-122.340772923315 47.606443178434)
86198,86199,1,0,1352066,Yes,,POINT (-122.341148990114 47.6102280531763)
86199,86200,1,0,1367687,Yes,,POINT (-122.337572041767 47.6060056929194)
86200,86201,1,0,1367551,Yes,,POINT (-122.336619360522 47.6049385649886)
86201,86202,1,0,1367789,Yes,,POINT (-122.336515127978 47.6068298986833)
86216,86217,1,0,1352321,Yes,,POINT (-122.335773481208 47.6093976568725)
86217,86218,1,0,1352022,Yes,,POINT (-122.337231121961 47.6100715107106)
86218,86219,1,0,1352144,Yes,,POINT (-122.338220132079 47.6104038897691)
86326,86327,1,0,1367667,Yes,,POINT (-122.337119064834 47.6042461382342)
86348,86349,1,35,1406248,Yes,,POINT (-122.357400733179 47.6228568742647)
86350,86351,1,0,1367571,Yes,,POINT (-122.334743795378 47.6045493451729)
86351,86352,1,0,1367674,Yes,,POINT (-122.335864422839 47.6044542153714)
86352,86353,1,0,1367659,Yes,,POINT (-122.33691275689 47.6035015823947)
86353,86354,1,0,1367868,Yes,,POINT (-122.335314615312 47.6035135103824)
86354,86355,1,0,1367867,Yes,,POINT (-122.33506075973 47.6041251191493)
86355,86356,1,0,1367885,Yes,,POINT (-122.340229564273 47.6055303710692)
86358,86359,1,0,1352241,Yes,,POINT (-122.338221106747 47.6094802606816)
86359,86360,1,0,1352427,Yes,,POINT (-122.340662977161 47.6098389444296)
86360,86361,1,0,1352151,Yes,,POINT (-122.341635043402 47.6101487147758)
86361,86362,1,0,1367735,Yes,,POINT (-122.335900305431 47.6090843651404)
86362,86363,1,0,1367990,Yes,,POINT (-122.335144054084 47.6081880143692)
86373,86374,1,0,1352353,Yes,,POINT (-122.338020623236 47.6098058323593)
86374,86375,1,0,1352120,Yes,,POINT (-122.338946881493 47.6079694894067)
86375,86376,1,0,1352114,Yes,,POINT (-122.33848286246 47.6089763951275)
86376,86377,1,0,1352119,Yes,,POINT (-122.33729524891 47.6090254971682)
86377,86378,1,0,1352422,Yes,,POINT (-122.337729130219 47.6095148401782)
86378,86379,1,0,1352404,Yes,,POINT (-122.336152743342 47.609460859305)
86504,86505,1,0,1367798,Yes,,POINT (-122.335698438171 47.6072865289319)
86505,86506,1,0,1367795,Yes,,POINT (-122.335754269619 47.6076920624197)
86507,86508,1,35,1321694,Yes,,POINT (-122.355968659048 47.6232446431723)
86510,86511,1,12,1406190,Yes,,POINT (-122.358102898144 47.6239965676239)
86512,86513,1,12,1321916,Yes,,POINT (-122.358692723349 47.6199219714646)
86513,86514,1,40,1406223,Yes,,POINT (-122.357946035102 47.6222344437598)
86537,86538,1,0,1367973,Yes,,POINT (-122.334872823512 47.6080801291531)
86657,86658,1,0,1371809,Yes,,POINT (-122.333965935814 47.6016528017518)
